"","Geo_FIPS","density","medianYearBuilt","PConeUnit","PCownerOccUnits","PCcommutingNotCar","PCmovedWithinCounty","PClessHighSchool","PCsomeCollegeOrMore","PCdoctorate","PCmarriedCouple","PCunmarriedSSCouple","PCwithKids","PCsexMale","medianAge","PCraceBlackAlone","PCraceAsianAlone","PCraceHispanic","PCraceWhiteAlone","PCforeignBorn","perCapitaIncome","PCunemployed","PCpoorStruggling","PCwithInterests","PCveryWealthyHHolds","cluster"
"1",6001400100,0.00634512659171616,0.818181818181818,0.925614035087719,0.812351543942993,0.0736497545008183,0.0415296052631579,0,0.96608527131783,0.127422480620155,0.499604117181314,0.0063341250989707,0.143309580364212,0.468788249694002,0.595197255574614,0.0505915952672379,0.0930232558139535,0.0346797225622195,0.800489596083231,0.141982864137087,0.86105663604595,0.0427807486631016,0.0689514483884129,0.617577197149644,0.422802850356295,1
"2",6001400200,0.063066585610051,0,0.748116254036599,0.660313901345291,0.382852292020374,0.0675741370928537,0.00369913686806412,0.935881627620222,0.0869297163995068,0.540358744394619,0.00896860986547085,0.23542600896861,0.436043747028055,0.401372212692967,0.0342368045649073,0.110318592486923,0.0898716119828816,0.743699476937708,0.0946267237280076,0.580338843097068,0.0225624496373892,0.0908226343319068,0.631165919282511,0.295964125560538,1
"3",6001400300,0.0821541229090842,0,0.537099811676083,0.451011503371678,0.322249734701097,0.0667063728409768,0.0882723833543506,0.850189155107188,0.0759142496847415,0.35263784212614,0.038873462911543,0.171360571201904,0.472287735849057,0.373927958833619,0.114779874213836,0.059748427672956,0.0906053459119497,0.758254716981132,0.160770440251572,0.354878426399682,0.0808276753960556,0.180314960629921,0.407378024593415,0.158667195557319,2
"4",6001400400,0.100007137521443,0,0.592360020931449,0.450352685838307,0.38719512195122,0.0723970324891277,0.0347394540942928,0.918734491315137,0.0759925558312655,0.301682040151926,0.0249593054801953,0.203472599023332,0.457519655084961,0.286449399656947,0.0895257418209485,0.040071011919858,0.114126299771747,0.761602840476794,0.0786203398427593,0.344431501496631,0.038253338145074,0.208185053380783,0.362452523060228,0.16711882799783,2
"5",6001400500,0.105640840006244,0,0.456253669994128,0.436274509803922,0.392185954500495,0.125507246376812,0.0415451895043732,0.831268221574344,0.0444606413994169,0.208333333333333,0,0.168504901960784,0.436081585751221,0.245283018867925,0.30623384085033,0.0534329215742603,0.10370583165757,0.541223786268314,0.0893421430623384,0.23206623512585,0.0869187309865276,0.308112773302647,0.237745098039216,0.0625,3
"6",6001400600,0.102285525787799,0,0.509603072983355,0.509776536312849,0.303260869565217,0.100175746924429,0.120743034055728,0.754643962848297,0.031733746130031,0.312849162011173,0.0111731843575419,0.231843575418994,0.438781487990627,0.252144082332762,0.56414762741652,0.028705330990041,0.0585823081429408,0.295254833040422,0.153485647334505,0.200275733938867,0.0833333333333333,0.306385471587581,0.177374301675978,0.0642458100558659,4
"7",6001400700,0.0826377953992771,0,0.519979767324229,0.322228604250431,0.217637083097795,0.200147710487445,0.0903203817314247,0.722222222222222,0.0368098159509202,0.234922458357266,0.0815623205054566,0.237219988512349,0.440274711797891,0.259005145797599,0.475594800098111,0.111111111111111,0.0363012018641158,0.319597743438803,0.11626195732156,0.148505581031865,0.0803436078827691,0.455972528820211,0.174037909247559,0.0269959793222286,4
"8",6001400800,0.0775517910164377,0.0606060606060606,0.401035673187572,0.282916948008103,0.303104077906269,0.115218115218115,0.118004338394794,0.689804772234273,0.0334056399132321,0.213369345037137,0.0168804861580014,0.203916272788656,0.500827540549487,0.283018867924528,0.38861304203906,0.10824230387289,0.123469049983449,0.399867593512082,0.130751406818934,0.209491440451791,0.109978540772532,0.400732844770153,0.185010128291695,0.0540175557056043,4
"9",6001400900,0.102596211964173,0,0.353577371048253,0.31729055258467,0.355996944232238,0.223102585487907,0.142857142857143,0.753138075313807,0,0.114081996434938,0.00623885918003565,0.245989304812834,0.45949263502455,0.250428816466552,0.4930441898527,0.0208674304418985,0.0503273322422259,0.472995090016367,0.0781505728314239,0.174589716746045,0.0837801608579088,0.347381342062193,0.209447415329768,0.018716577540107,4
"10",6001401000,0.0781389107006716,0,0.460037523452158,0.351039260969977,0.332896461336828,0.0739252711932503,0.138555977784274,0.703887752119263,0.00789242911429407,0.210623556581986,0.0133949191685912,0.264665127020785,0.438749257866614,0.228130360205832,0.628735404710073,0.0724322184840689,0.0546210172174946,0.236691074609143,0.124876311102315,0.125510550140816,0.0921356977640709,0.436168094005178,0.151501154734411,0.00785219399538106,4
"11",6001401100,0.0834604797132459,0,0.220439963336389,0.168141592920354,0.420854271356784,0.205703144040946,0.0792340706503797,0.816441069659954,0.0290524925718059,0.187807276302852,0.0196656833824975,0.154375614552606,0.508082026537998,0.212692967409949,0.202653799758745,0.132448733413752,0.192762364294331,0.587213510253317,0.1708082026538,0.172164142791843,0.102665706051873,0.409891435464415,0.182890855457227,0.0250737463126844,3
"12",6001401200,0.0654199438015757,0,0.470116618075802,0.416728902165795,0.311365164761264,0.0825726141078838,0.0441458733205374,0.813339731285988,0.0326295585412668,0.293502613890963,0.0194174757281553,0.15832710978342,0.461978740801308,0.349914236706689,0.176206050695012,0.113246116107931,0.080130825838103,0.641864268192968,0.155764513491415,0.295190138456775,0.0682957393483709,0.22572716099959,0.261389096340553,0.0776699029126214,2
