"","Geo_FIPS","cluster"
"1",6001400100,1
"2",6001400200,1
"3",6001400300,2
"4",6001400400,2
"5",6001400500,3
"6",6001400600,3
"7",6001400700,3
"8",6001400800,3
"9",6001400900,3
"10",6001401000,3
"11",6001401100,3
"12",6001401200,3
"13",6001401300,4
"14",6001401400,5
"15",6001401500,5
"16",6001401600,5
"17",6001401700,6
"18",6001401800,5
"19",6001402100,5
"20",6001402200,5
"21",6001402400,5
"22",6001402500,5
"23",6001402700,5
"24",6001402800,4
"25",6001402900,4
"26",6001403000,7
"27",6001403100,4
"28",6001403300,7
"29",6001403400,4
"30",6001403500,4
"31",6001403600,4
"32",6001403700,4
"33",6001403800,2
"34",6001403900,4
"35",6001404000,4
"36",6001404100,8
"37",6001404200,1
"38",6001404300,1
"39",6001404400,1
"40",6001404501,1
"41",6001404502,1
"42",6001404600,1
"43",6001404700,1
"44",6001404800,2
"45",6001404900,2
"46",6001405000,2
"47",6001405100,1
"48",6001405200,4
"49",6001405300,4
"50",6001405400,3
"51",6001405500,3
"52",6001405600,3
"53",6001405700,3
"54",6001405800,3
"55",6001405900,3
"56",6001406000,3
"57",6001406100,6
"58",6001406201,6
"59",6001406202,6
"60",6001406300,3
"61",6001406400,6
"62",6001406500,3
"63",6001406600,3
"64",6001406700,2
"65",6001406800,2
"66",6001406900,2
"67",6001407000,3
"68",6001407100,6
"69",6001407200,6
"70",6001407300,6
"71",6001407400,6
"72",6001407500,6
"73",6001407600,6
"74",6001407700,3
"75",6001407800,3
"76",6001407900,2
"77",6001408000,1
"78",6001408100,2
"79",6001408200,3
"80",6001408300,3
"81",6001408400,6
"82",6001408500,6
"83",6001408600,6
"84",6001408700,6
"85",6001408800,6
"86",6001408900,6
"87",6001409000,6
"88",6001409100,6
"89",6001409200,6
"90",6001409300,6
"91",6001409400,6
"92",6001409500,6
"93",6001409600,6
"94",6001409700,6
"95",6001409800,3
"96",6001409900,2
"97",6001410000,2
"98",6001410100,6
"99",6001410200,6
"100",6001410300,6
"101",6001410400,6
"102",6001420100,1
"103",6001420200,8
"104",6001420300,8
"105",6001420400,9
"106",6001420500,8
"107",6001420600,1
"108",6001421100,1
"109",6001421200,1
"110",6001421300,1
"111",6001421400,1
"112",6001421500,1
"113",6001421600,1
"114",6001421700,8
"115",6001421800,1
"116",6001421900,2
"117",6001422000,3
"118",6001422100,3
"119",6001422200,3
"120",6001422300,8
"121",6001422400,9
"122",6001422500,9
"123",6001422700,9
"124",6001422800,4
"125",6001422900,9
"126",6001423000,8
"127",6001423100,3
"128",6001423200,3
"129",6001423300,3
"130",6001423400,3
"131",6001423500,3
"132",6001423601,8
"133",6001423602,9
"134",6001423700,8
"135",6001423800,1
"136",6001423901,3
"137",6001423902,8
"138",6001424001,3
"139",6001424002,3
"140",6001425100,10
"141",6001426100,1
"142",6001426200,1
"143",6001427100,2
"144",6001427200,3
"145",6001427300,8
"146",6001427400,11
"147",6001427600,3
"148",6001427700,8
"149",6001427800,2
"150",6001427900,2
"151",6001428000,4
"152",6001428100,2
"153",6001428200,2
"154",6001428301,2
"155",6001428302,12
"156",6001428400,4
"157",6001428500,8
"158",6001428600,8
"159",6001430100,12
"160",6001430200,2
"161",6001430300,2
"162",6001430400,2
"163",6001430500,2
"164",6001430600,2
"165",6001430700,2
"166",6001430800,2
"167",6001430900,13
"168",6001431000,13
"169",6001431100,13
"170",6001431200,2
"171",6001432100,2
"172",6001432200,2
"173",6001432300,6
"174",6001432400,6
"175",6001432500,2
"176",6001432600,6
"177",6001432700,2
"178",6001432800,2
"179",6001433000,2
"180",6001433101,6
"181",6001433102,2
"182",6001433200,2
"183",6001433300,2
"184",6001433400,12
"185",6001433500,2
"186",6001433600,2
"187",6001433700,6
"188",6001433800,6
"189",6001433900,6
"190",6001434000,6
"191",6001435101,2
"192",6001435102,2
"193",6001435200,2
"194",6001435300,2
"195",6001435400,6
"196",6001435500,6
"197",6001435600,6
"198",6001435700,2
"199",6001435800,2
"200",6001435900,2
"201",6001436000,2
"202",6001436100,2
"203",6001436200,6
"204",6001436300,6
"205",6001436401,2
"206",6001436402,2
"207",6001436500,10
"208",6001436601,6
"209",6001436602,10
"210",6001436700,6
"211",6001436800,6
"212",6001436900,6
"213",6001437000,2
"214",6001437100,2
"215",6001437200,2
"216",6001437300,2
"217",6001437400,2
"218",6001437500,6
"219",6001437600,6
"220",6001437700,6
"221",6001437800,2
"222",6001437900,6
"223",6001438000,2
"224",6001438100,2
"225",6001438201,6
"226",6001438202,2
"227",6001438300,3
"228",6001438400,2
"229",6001440100,2
"230",6001440200,6
"231",6001440301,2
"232",6001440302,12
"233",6001440304,12
"234",6001440305,12
"235",6001440306,12
"236",6001440307,2
"237",6001440308,2
"238",6001440309,12
"239",6001440331,6
"240",6001440332,12
"241",6001441100,2
"242",6001441200,2
"243",6001441301,10
"244",6001441302,2
"245",6001441401,12
"246",6001441402,12
"247",6001441501,12
"248",6001441503,12
"249",6001441521,12
"250",6001441522,12
"251",6001441601,2
"252",6001441602,2
"253",6001441700,2
"254",6001441800,2
"255",6001441901,10
"256",6001441921,2
"257",6001441922,10
"258",6001441923,10
"259",6001442000,12
"260",6001442100,12
"261",6001442200,2
"262",6001442300,10
"263",6001442400,2
"264",6001442500,2
"265",6001442600,2
"266",6001442700,2
"267",6001442800,2
"268",6001442900,2
"269",6001443001,2
"270",6001443002,2
"271",6001443101,12
"272",6001443102,12
"273",6001443103,12
"274",6001443200,12
"275",6001443301,12
"276",6001443302,12
"277",6001444100,2
"278",6001444200,2
"279",6001444300,2
"280",6001444400,6
"281",6001444500,2
"282",6001444600,12
"283",6001450100,2
"284",6001450200,10
"285",6001450300,2
"286",6001450400,2
"287",6001450500,2
"288",6001450601,1
"289",6001450602,2
"290",6001450603,2
"291",6001450604,2
"292",6001450605,2
"293",6001450606,2
"294",6001450607,10
"295",6001450701,1
"296",6001450703,2
"297",6001450722,2
"298",6001450741,2
"299",6001450742,2
"300",6001451101,2
"301",6001451102,2
"302",6001451201,2
"303",6001451202,2
"304",6001451300,2
"305",6001451401,2
"306",6001451402,2
"307",6001451501,2
"308",6001451502,2
"309",6001451503,2
"310",6001451601,2
"311",6001451602,2
"312",6001451701,2
"313",6001451702,2
"314",6013301000,2
"315",6013302002,2
"316",6013302003,2
"317",6013302004,2
"318",6013303100,6
"319",6013303200,2
"320",6013304000,2
"321",6013305000,13
"322",6013306001,2
"323",6013306002,2
"324",6013307101,2
"325",6013307102,2
"326",6013307201,6
"327",6013307202,6
"328",6013307204,2
"329",6013307205,2
"330",6013308001,2
"331",6013308002,2
"332",6013309000,2
"333",6013310000,6
"334",6013311000,6
"335",6013312000,6
"336",6013313101,6
"337",6013313102,2
"338",6013313103,2
"339",6013313201,6
"340",6013313202,2
"341",6013314102,6
"342",6013314103,6
"343",6013314104,6
"344",6013314200,6
"345",6013315000,2
"346",6013316000,13
"347",6013317000,2
"348",6013318000,2
"349",6013319000,2
"350",6013320001,2
"351",6013320002,2
"352",6013321101,2
"353",6013321102,2
"354",6013321103,2
"355",6013321200,2
"356",6013322000,2
"357",6013323000,2
"358",6013324000,10
"359",6013325000,2
"360",6013326000,2
"361",6013327000,13
"362",6013328000,10
"363",6013329000,2
"364",6013330000,2
"365",6013331000,2
"366",6013332000,2
"367",6013333100,2
"368",6013333200,2
"369",6013334001,2
"370",6013334003,2
"371",6013334004,2
"372",6013334005,2
"373",6013335000,2
"374",6013336101,13
"375",6013336102,13
"376",6013336200,6
"377",6013337100,2
"378",6013337200,2
"379",6013337300,2
"380",6013338100,2
"381",6013338201,2
"382",6013338202,2
"383",6013338301,2
"384",6013338302,2
"385",6013339000,10
"386",6013340001,2
"387",6013340002,2
"388",6013341000,2
"389",6013342000,2
"390",6013343001,2
"391",6013343002,2
"392",6013343003,2
"393",6013344000,2
"394",6013345101,2
"395",6013345102,2
"396",6013345103,2
"397",6013345105,2
"398",6013345107,1
"399",6013345108,2
"400",6013345109,2
"401",6013345110,2
"402",6013345201,1
"403",6013345202,2
"404",6013346101,1
"405",6013346102,1
"406",6013346201,1
"407",6013346202,1
"408",6013347000,1
"409",6013348000,1
"410",6013349000,8
"411",6013350000,8
"412",6013351100,8
"413",6013351200,1
"414",6013352101,12
"415",6013352102,1
"416",6013352201,2
"417",6013352202,1
"418",6013353001,1
"419",6013353002,1
"420",6013354001,1
"421",6013354002,1
"422",6013355101,2
"423",6013355104,1
"424",6013355106,2
"425",6013355200,2
"426",6013355301,2
"427",6013355302,1
"428",6013355303,2
"429",6013355304,2
"430",6013355305,2
"431",6013356001,2
"432",6013356002,12
"433",6013357000,2
"434",6013358000,2
"435",6013359101,2
"436",6013359102,2
"437",6013359202,2
"438",6013359203,2
"439",6013359204,2
"440",6013360100,2
"441",6013360200,2
"442",6013361000,2
"443",6013362000,2
"444",6013363000,2
"445",6013364001,2
"446",6013364002,2
"447",6013365001,3
"448",6013365002,6
"449",6013366001,6
"450",6013366002,6
"451",6013367100,3
"452",6013367200,6
"453",6013368000,6
"454",6013369001,6
"455",6013369002,2
"456",6013370000,2
"457",6013371000,6
"458",6013372000,6
"459",6013373000,6
