"Geo_FIPS","year","cluster"
6001400100,2000,1
6001400200,2000,1
6001400300,2000,1
6001400400,2000,1
6001400500,2000,2
6001400600,2000,3
6001400700,2000,3
6001400800,2000,3
6001400900,2000,3
6001401000,2000,3
6001401100,2000,2
6001401200,2000,2
6001401300,2000,3
6001401400,2000,3
6001401500,2000,3
6001401600,2000,3
6001401700,2000,3
6001401800,2000,3
6001402100,2000,3
6001402200,2000,3
6001402400,2000,3
6001402500,2000,3
6001402700,2000,3
6001402800,2000,4
6001402900,2000,4
6001403000,2000,5
6001403100,2000,6
6001403300,2000,5
6001403400,2000,2
6001403500,2000,2
6001403600,2000,2
6001403700,2000,2
6001403800,2000,1
6001403900,2000,2
6001404000,2000,2
6001404100,2000,7
6001404200,2000,1
6001404300,2000,1
6001404400,2000,1
6001404501,2000,1
6001404502,2000,1
6001404600,2000,1
6001404700,2000,1
6001404800,2000,1
6001404900,2000,1
6001405000,2000,1
6001405100,2000,1
6001405200,2000,7
6001405300,2000,2
6001405400,2000,3
6001405500,2000,3
6001405600,2000,3
6001405700,2000,3
6001405800,2000,3
6001405900,2000,3
6001406000,2000,3
6001406100,2000,6
6001406201,2000,6
6001406202,2000,6
6001406300,2000,3
6001406400,2000,3
6001406500,2000,3
6001406600,2000,3
6001406700,2000,1
6001406800,2000,1
6001406900,2000,1
6001407000,2000,3
6001407100,2000,3
6001407200,2000,6
6001407300,2000,3
6001407400,2000,3
6001407500,2000,3
6001407600,2000,3
6001407700,2000,3
6001407800,2000,3
6001407900,2000,1
6001408000,2000,1
6001408100,2000,8
6001408200,2000,3
6001408300,2000,3
6001408400,2000,3
6001408500,2000,3
6001408600,2000,3
6001408700,2000,3
6001408800,2000,3
6001408900,2000,3
6001409000,2000,3
6001409100,2000,3
6001409200,2000,3
6001409300,2000,3
6001409400,2000,3
6001409500,2000,3
6001409600,2000,3
6001409700,2000,3
6001409800,2000,3
6001409900,2000,8
6001410000,2000,8
6001410100,2000,3
6001410200,2000,3
6001410300,2000,3
6001410400,2000,3
6001420100,2000,1
6001420200,2000,7
6001420300,2000,9
6001420400,2000,10
6001420500,2000,7
6001420600,2000,1
6001421100,2000,1
6001421200,2000,1
6001421300,2000,1
6001421400,2000,1
6001421500,2000,1
6001421600,2000,1
6001421700,2000,7
6001421800,2000,1
6001421900,2000,1
6001422000,2000,2
6001422100,2000,2
6001422200,2000,2
6001422300,2000,7
6001422400,2000,10
6001422500,2000,10
6001422700,2000,10
6001422800,2000,10
6001422900,2000,10
6001423000,2000,7
6001423100,2000,2
6001423200,2000,2
6001423300,2000,3
6001423400,2000,2
6001423500,2000,2
6001423601,2000,7
6001423602,2000,10
6001423700,2000,7
