"Geo_FIPS","year","cluster"
6001433700,2014,6
6001433800,2014,6
6001433900,2014,6
6001434000,2014,6
6001435102,2014,14
6001435103,2014,14
6001435104,2014,6
6001435200,2014,13
6001435300,2014,3
6001435400,2014,15
6001435500,2014,6
6001435601,2014,6
6001435602,2014,6
6001435700,2014,13
6001435800,2014,13
6001436000,2014,13
6001436100,2014,6
6001436200,2014,6
6001436300,2014,6
6001436401,2014,13
6001436402,2014,1
6001436500,2014,15
6001436601,2014,6
6001436602,2014,6
6001436700,2014,6
6001436800,2014,6
6001436900,2014,6
6001437000,2014,13
6001437101,2014,14
6001437102,2014,13
6001437200,2014,13
6001437300,2014,6
6001437400,2014,6
6001437500,2014,6
6001437600,2014,6
6001437701,2014,6
6001437702,2014,6
6001437800,2014,13
6001437900,2014,6
6001438000,2014,6
6001438100,2014,13
6001438201,2014,6
6001438203,2014,9
6001438204,2014,13
6001438300,2014,6
6001438400,2014,13
6001440100,2014,13
6001440200,2014,6
6001440301,2014,13
6001440304,2014,9
6001440306,2014,9
6001440307,2014,13
6001440308,2014,9
6001440331,2014,9
6001440333,2014,14
6001440334,2014,9
6001440335,2014,14
6001440336,2014,13
6001441100,2014,1
6001441200,2014,8
6001441301,2014,9
6001441302,2014,8
6001441401,2014,9
6001441402,2014,14
6001441501,2014,14
6001441503,2014,14
6001441521,2014,14
6001441522,2014,14
6001441523,2014,9
6001441524,2014,14
6001441601,2014,13
6001441602,2014,9
6001441700,2014,13
6001441800,2014,13
6001441921,2014,13
6001441923,2014,15
6001441924,2014,9
6001441925,2014,9
6001441926,2014,6
6001441927,2014,9
6001442000,2014,14
6001442100,2014,14
6001442200,2014,14
6001442301,2014,13
6001442302,2014,15
6001442400,2014,13
6001442500,2014,13
6001442601,2014,8
6001442602,2014,13
6001442700,2014,1
6001442800,2014,13
6001442900,2014,13
6001443001,2014,13
6001443002,2014,13
6001443102,2014,14
6001443103,2014,14
6001443104,2014,14
6001443105,2014,14
6001443200,2014,14
6001443301,2014,14
6001443321,2014,9
6001443322,2014,14
6001444100,2014,1
6001444200,2014,13
6001444301,2014,13
6001444302,2014,13
6001444400,2014,13
6001444500,2014,13
6001444601,2014,13
6001444602,2014,9
6001450101,2014,9
6001450102,2014,13
6001450200,2014,15
6001450300,2014,1
6001450400,2014,1
6001450501,2014,8
6001450502,2014,8
6001450601,2014,8
6001450602,2014,8
6001450603,2014,8
6001450604,2014,8
6001450605,2014,8
6001450606,2014,14
6001450607,2014,15
6001450701,2014,14
6001450741,2014,1
6001450742,2014,14
6001450743,2014,14
6001450744,2014,1
6001450745,2014,14
6001450746,2014,8
6001450750,2014,9
6001450751,2014,14
6001451101,2014,8
6001451102,2014,1
6001451201,2014,8
6001451202,2014,1
6001451300,2014,8
6001451401,2014,1
6001451403,2014,1
6001451404,2014,6
6001451501,2014,1
6001451503,2014,1
6001451504,2014,8
6001451505,2014,8
6001451506,2014,6
6001451601,2014,8
6001451602,2014,1
6001451703,2014,1
6001451704,2014,8
6013301000,2014,8
6013302005,2014,13
6013302006,2014,8
6013302007,2014,13
6013302008,2014,13
6013302009,2014,13
6013302010,2014,8
6013303102,2014,13
6013303103,2014,13
6013303201,2014,8
6013303202,2014,8
6013303203,2014,8
6013303204,2014,13
6013303205,2014,8
6013304001,2014,8
6013304002,2014,13
6013304003,2014,8
6013304004,2014,8
6013304005,2014,8
6013305000,2014,3
6013306002,2014,13
6013306003,2014,13
6013306004,2014,13
6013307101,2014,13
6013307102,2014,6
6013307201,2014,3
6013307202,2014,6
6013307204,2014,13
6013307205,2014,6
6013308001,2014,13
6013308002,2014,8
6013309000,2014,15
6013310000,2014,3
6013311000,2014,3
6013312000,2014,3
6013313101,2014,3
6013313102,2014,13
6013313103,2014,13
6013313203,2014,13
6013313204,2014,6
6013313206,2014,6
6013314102,2014,6
6013314103,2014,3
6013314104,2014,6
6013314200,2014,6
6013315000,2014,8
6013316000,2014,2
6013317000,2014,13
6013318000,2014,1
6013319000,2014,8
6013320001,2014,6
6013320003,2014,8
6013320004,2014,8
6013321101,2014,8
6013321102,2014,1
6013321103,2014,1
6013321200,2014,15
6013322000,2014,1
6013323000,2014,1
6013324001,2014,15
6013324002,2014,15
6013325000,2014,1
6013326000,2014,1
6013327000,2014,13
6013328000,2014,4
6013329000,2014,8
6013330000,2014,8
6013331000,2014,8
6013332000,2014,8
6013333101,2014,8
6013333102,2014,8
6013333200,2014,8
6013334001,2014,8
6013334004,2014,8
6013334200,2014,1
6013335000,2014,8
6013336101,2014,6
6013336102,2014,6
6013336201,2014,6
6013336202,2014,6
6013337100,2014,8
6013337200,2014,8
6013337300,2014,1
6013338101,2014,6
6013338102,2014,1
6013338201,2014,1
6013338203,2014,15
6013338204,2014,1
6013338301,2014,1
6013338302,2014,1
6013339001,2014,4
6013339002,2014,15
6013340001,2014,1
6013340002,2014,1
6013341000,2014,1
6013343001,2014,1
6013343002,2014,1
6013343003,2014,1
6013345101,2014,1
6013345102,2014,8
6013345103,2014,1
6013345105,2014,8
6013345108,2014,14
6013345111,2014,9
6013345112,2014,8
6013345113,2014,14
6013345114,2014,1
6013345115,2014,14
6013345116,2014,14
6013345202,2014,1
6013345203,2014,8
6013345204,2014,1
6013346101,2014,1
6013346102,2014,1
6013346201,2014,1
6013346203,2014,1
6013346204,2014,1
6013347000,2014,1
6013348000,2014,1
6013349000,2014,1
6013350000,2014,1
6013351101,2014,1
6013351102,2014,1
6013351103,2014,1
6013351200,2014,1
6013352101,2014,14
6013352102,2014,1
6013352201,2014,1
6013352202,2014,1
6013353001,2014,1
6013353002,2014,1
6013354001,2014,1
6013354002,2014,1
6013355107,2014,13
6013355108,2014,13
6013355109,2014,13
6013355110,2014,13
6013355111,2014,13
6013355112,2014,1
6013355113,2014,14
6013355114,2014,14
6013355115,2014,14
6013355116,2014,14
6013355200,2014,14
6013355301,2014,1
6013355302,2014,1
6013355304,2014,1
6013355306,2014,8
6013356001,2014,13
6013356002,2014,14
6013357000,2014,1
6013358000,2014,6
6013359102,2014,13
6013359103,2014,13
6013359104,2014,13
6013359105,2014,14
6013359202,2014,1
6013359203,2014,13
6013359204,2014,14
6013360101,2014,13
6013360102,2014,14
6013360200,2014,13
6013361000,2014,13
6013362000,2014,1
6013363000,2014,13
6013364002,2014,6
6013365002,2014,6
6013365003,2014,15
6013366001,2014,6
6013366002,2014,6
6013367100,2014,3
6013367200,2014,6
6013368001,2014,6
6013368002,2014,6
6013369001,2014,6
6013369002,2014,13
6013370000,2014,11
6013371000,2014,6
6013372000,2014,6
6013373000,2014,6
6013374000,2014,6
6013375000,2014,6
6013376000,2014,6
6013377000,2014,6
6013378000,2014,1
6013379000,2014,3
6013380000,2014,15
6013381000,2014,3
6013382000,2014,3
6013383000,2014,11
6013384000,2014,1
6013385100,2014,1
6013385200,2014,1
6013386000,2014,2
6013387000,2014,11
6013388000,2014,11
6013389100,2014,11
6013389200,2014,2
6013390100,2014,1
6013390200,2014,1
6013391000,2014,1
6013392000,2014,1
6013392200,2014,13
6041101100,2014,1
6041101200,2014,8
6041102100,2014,8
6041102202,2014,8
6041102203,2014,8
6041103100,2014,8
6041103200,2014,1
6041104101,2014,8
6041104102,2014,8
6041104200,2014,8
6041104300,2014,1
6041105000,2014,8
6041106001,2014,15
6041106002,2014,8
6041107000,2014,1
6041108100,2014,1
6041108200,2014,1
6041109001,2014,15
6041109002,2014,1
6041110100,2014,1
6041110200,2014,1
6041111000,2014,15
6041112100,2014,15
6041112201,2014,6
6041112202,2014,6
6041113000,2014,1
6041114100,2014,1
6041114200,2014,1
6041115000,2014,1
6041116000,2014,1
6041117000,2014,1
6041118100,2014,1
6041119100,2014,1
6041119201,2014,15
6041119202,2014,1
6041120000,2014,1
6041121100,2014,1
6041121200,2014,1
6041123000,2014,1
6041124100,2014,1
6041124200,2014,1
6041125000,2014,1
6041126100,2014,1
6041126200,2014,1
6041127000,2014,1
6041128100,2014,1
6041128200,2014,1
6041129000,2014,2
6041130201,2014,1
6041130202,2014,1
6041131100,2014,1
6041132100,2014,1
6041132200,2014,1
6041133000,2014,8
6055200201,2014,13
6055200202,2014,6
6055200203,2014,13
6055200301,2014,13
6055200302,2014,1
6055200400,2014,8
6055200501,2014,6
6055200503,2014,6
6055200504,2014,13
6055200505,2014,13
6055200601,2014,13
6055200602,2014,13
6055200703,2014,8
6055200704,2014,13
6055200705,2014,13
6055200706,2014,8
6055200707,2014,8
6055200802,2014,8
6055200803,2014,8
6055200804,2014,6
6055201003,2014,14
6055201004,2014,13
6055201005,2014,13
6055201006,2014,13
6055201007,2014,13
6055201101,2014,8
6055201102,2014,1
6055201200,2014,8
6055201300,2014,1
6055201401,2014,1
6055201402,2014,8
6055201500,2014,1
6055201601,2014,13
6055201602,2014,1
6055201700,2014,1
6055201800,2014,8
6055201900,2014,1
6055202000,2014,13
6075010100,2014,2
6075010200,2014,7
6075010300,2014,7
6075010400,2014,7
6075010500,2014,7
6075010600,2014,5
6075010700,2014,5
6075010800,2014,7
6075010900,2014,7
6075011000,2014,7
6075011100,2014,2
6075011200,2014,7
6075011300,2014,5
6075011700,2014,4
6075011800,2014,5
6075011901,2014,2
6075011902,2014,2
6075012000,2014,2
6075012100,2014,2
6075012201,2014,2
6075012202,2014,2
6075012301,2014,5
6075012302,2014,2
6075012401,2014,5
6075012402,2014,4
6075012501,2014,5
6075012502,2014,5
6075012601,2014,7
6075012602,2014,7
6075012700,2014,7
6075012800,2014,7
6075012901,2014,7
6075012902,2014,7
6075013000,2014,7
6075013101,2014,7
6075013102,2014,7
6075013200,2014,7
6075013300,2014,7
6075013400,2014,7
6075013500,2014,7
6075015100,2014,7
6075015200,2014,7
6075015300,2014,7
6075015400,2014,7
6075015500,2014,2
6075015600,2014,7
6075015700,2014,7
6075015801,2014,2
6075015802,2014,2
6075015900,2014,2
6075016000,2014,2
6075016100,2014,4
6075016200,2014,2
6075016300,2014,2
6075016400,2014,2
6075016500,2014,2
6075016600,2014,2
6075016700,2014,7
6075016801,2014,2
6075016802,2014,2
6075016900,2014,7
6075017000,2014,7
6075017101,2014,7
6075017102,2014,7
6075017601,2014,4
6075017700,2014,2
6075017801,2014,4
6075017802,2014,2
6075017902,2014,2
6075018000,2014,15
6075020100,2014,2
6075020200,2014,2
6075020300,2014,7
6075020401,2014,7
6075020402,2014,7
6075020500,2014,7
6075020600,2014,7
6075020700,2014,7
6075020800,2014,2
6075020900,2014,2
6075021000,2014,7
6075021100,2014,7
6075021200,2014,7
6075021300,2014,7
6075021400,2014,7
6075021500,2014,7
6075021600,2014,7
6075021700,2014,7
6075021800,2014,7
6075022600,2014,15
6075022702,2014,7
6075022704,2014,7
6075022801,2014,11
6075022802,2014,11
6075022803,2014,2
6075022901,2014,2
6075022902,2014,11
6075022903,2014,11
6075023001,2014,11
6075023003,2014,11
6075023102,2014,3
6075023103,2014,3
6075023200,2014,3
6075023300,2014,9
6075023400,2014,6
6075025100,2014,7
6075025200,2014,7
6075025300,2014,11
6075025401,2014,11
6075025402,2014,7
6075025403,2014,11
6075025500,2014,11
6075025600,2014,11
6075025701,2014,11
6075025702,2014,11
6075025800,2014,11
6075025900,2014,11
6075026001,2014,11
6075026002,2014,11
6075026003,2014,11
6075026004,2014,11
6075026100,2014,11
6075026200,2014,11
6075026301,2014,11
6075026302,2014,11
6075026303,2014,11
6075026401,2014,11
6075026402,2014,11
6075026403,2014,11
6075026404,2014,11
6075030101,2014,7
6075030102,2014,7
6075030201,2014,7
6075030202,2014,7
6075030301,2014,7
6075030302,2014,11
6075030400,2014,1
6075030500,2014,1
6075030600,2014,1
6075030700,2014,1
6075030800,2014,1
6075030900,2014,1
6075031000,2014,11
6075031100,2014,7
6075031201,2014,11
6075031202,2014,11
6075031301,2014,11
6075031302,2014,11
6075031400,2014,11
6075032601,2014,7
6075032602,2014,11
6075032700,2014,11
6075032801,2014,11
6075032802,2014,11
6075032901,2014,11
6075032902,2014,11
6075033000,2014,11
6075033100,2014,11
6075033201,2014,10
6075033203,2014,2
6075033204,2014,2
6075035100,2014,11
6075035201,2014,11
6075035202,2014,7
6075035300,2014,11
6075035400,2014,11
6075040100,2014,7
6075040200,2014,7
6075042601,2014,7
6075042602,2014,7
6075042700,2014,7
6075042800,2014,1
6075045100,2014,7
6075045200,2014,7
6075047600,2014,7
6075047701,2014,7
6075047702,2014,7
6075047801,2014,11
6075047802,2014,7
6075047901,2014,7
6075047902,2014,7
6075060100,2014,7
6075060400,2014,15
6075060502,2014,6
6075060700,2014,15
6075061000,2014,14
6075061100,2014,5
6075061200,2014,6
6075061400,2014,7
6075061500,2014,15
6081600100,2014,1
6081600200,2014,11
6081600300,2014,9
6081600401,2014,14
6081600402,2014,11
6081600500,2014,9
6081600600,2014,11
6081600700,2014,11
6081600800,2014,15
6081600900,2014,13
6081601000,2014,13
6081601100,2014,9
6081601200,2014,13
6081601300,2014,6
6081601400,2014,9
6081601501,2014,9
6081601502,2014,15
6081601601,2014,13
6081601603,2014,14
6081601605,2014,9
6081601700,2014,1
6081601800,2014,1
6081601901,2014,13
6081601902,2014,13
6081602000,2014,9
6081602100,2014,6
6081602200,2014,6
6081602300,2014,6
6081602400,2014,13
6081602500,2014,14
6081602600,2014,14
6081602700,2014,13
6081602800,2014,13
6081602900,2014,1
6081603000,2014,1
6081603100,2014,1
6081603200,2014,1
6081603300,2014,1
6081603400,2014,1
6081603700,2014,1
6081603801,2014,15
6081603802,2014,1
6081603900,2014,1
6081604000,2014,1
6081604101,2014,6
6081604102,2014,15
6081604200,2014,6
6081604400,2014,13
6081604500,2014,1
6081604600,2014,14
6081604700,2014,14
6081604800,2014,13
6081604900,2014,14
6081605000,2014,14
6081605100,2014,1
6081605200,2014,1
6081605300,2014,1
6081605400,2014,1
6081605500,2014,1
6081605600,2014,1
6081605700,2014,1
6081605800,2014,1
6081605900,2014,6
6081606000,2014,6
6081606100,2014,6
6081606200,2014,6
6081606300,2014,6
6081606400,2014,1
6081606500,2014,1
6081606600,2014,1
6081606700,2014,1
6081606800,2014,14
6081606900,2014,1
6081607000,2014,1
6081607100,2014,1
6081607200,2014,7
6081607300,2014,1
6081607400,2014,1
6081607500,2014,15
6081607600,2014,1
6081607701,2014,6
6081607702,2014,13
6081607800,2014,1
6081607900,2014,1
6081608001,2014,1
6081608004,2014,1
6081608013,2014,9
6081608023,2014,14
6081608100,2014,9
6081608200,2014,14
6081608300,2014,9
6081608400,2014,1
6081608501,2014,1
6081608502,2014,1
6081608600,2014,1
6081608700,2014,14
6081608800,2014,1
6081608900,2014,1
6081609000,2014,14
6081609100,2014,1
6081609201,2014,1
6081609202,2014,1
6081609300,2014,1
6081609400,2014,1
6081609500,2014,1
6081609601,2014,1
6081609602,2014,1
6081609603,2014,1
6081609700,2014,1
6081609800,2014,1
6081609900,2014,1
6081610000,2014,1
6081610100,2014,6
6081610201,2014,6
6081610202,2014,4
6081610203,2014,6
6081610302,2014,15
6081610303,2014,14
6081610304,2014,8
6081610400,2014,6
6081610500,2014,6
6081610601,2014,6
6081610602,2014,1
6081610700,2014,8
6081610800,2014,6
6081610900,2014,6
6081611000,2014,8
6081611100,2014,1
6081611300,2014,1
6081611400,2014,1
6081611500,2014,1
6081611600,2014,1
6081611700,2014,6
6081611800,2014,6
6081611900,2014,6
6081612000,2014,6
6081612100,2014,6
6081612500,2014,7
6081612600,2014,7
6081612700,2014,1
6081612800,2014,1
6081612900,2014,1
6081613000,2014,1
6081613200,2014,1
6081613300,2014,1
6081613400,2014,1
6081613501,2014,8
6081613502,2014,8
6081613600,2014,8
6081613700,2014,13
6081613800,2014,8
6081613900,2014,7
6081614000,2014,13
6085500100,2014,6
6085500200,2014,15
6085500300,2014,15
6085500400,2014,15
6085500500,2014,1
6085500600,2014,15
6085500800,2014,15
6085500901,2014,15
6085500902,2014,10
6085501000,2014,6
6085501101,2014,15
6085501102,2014,6
6085501200,2014,6
6085501300,2014,11
6085501401,2014,6
6085501402,2014,6
6085501501,2014,6
6085501502,2014,6
6085501600,2014,6
6085501700,2014,6
6085501800,2014,6
6085501900,2014,15
6085502001,2014,6
6085502002,2014,6
6085502101,2014,1
6085502102,2014,6
6085502201,2014,6
6085502202,2014,1
6085502301,2014,1
6085502302,2014,15
6085502400,2014,1
6085502500,2014,1
6085502601,2014,1
6085502603,2014,1
6085502604,2014,15
6085502701,2014,1
6085502702,2014,1
6085502800,2014,1
6085502901,2014,1
6085502902,2014,1
6085502903,2014,1
6085502906,2014,8
6085502907,2014,1
6085502908,2014,1
6085502909,2014,8
6085502910,2014,8
6085503001,2014,1
6085503002,2014,1
6085503003,2014,1
6085503105,2014,6
6085503108,2014,15
6085503110,2014,6
6085503111,2014,6
6085503112,2014,13
6085503113,2014,6
6085503115,2014,13
6085503116,2014,13
6085503117,2014,6
6085503118,2014,6
6085503121,2014,6
6085503122,2014,6
6085503123,2014,6
6085503204,2014,6
6085503207,2014,9
6085503208,2014,6
6085503210,2014,6
6085503211,2014,6
6085503212,2014,9
6085503213,2014,6
6085503214,2014,6
6085503217,2014,6
6085503218,2014,6
6085503304,2014,6
6085503305,2014,6
6085503306,2014,6
6085503312,2014,13
6085503313,2014,14
6085503315,2014,9
6085503321,2014,14
6085503322,2014,9
6085503323,2014,9
6085503324,2014,14
6085503325,2014,9
6085503326,2014,14
6085503327,2014,13
6085503329,2014,14
6085503330,2014,14
6085503331,2014,1
6085503332,2014,8
6085503333,2014,8
6085503334,2014,14
6085503336,2014,9
6085503337,2014,9
6085503401,2014,6
6085503402,2014,6
6085503504,2014,6
6085503506,2014,6
6085503507,2014,6
6085503508,2014,6
6085503509,2014,6
6085503510,2014,6
6085503511,2014,6
6085503601,2014,6
6085503602,2014,6
6085503703,2014,6
6085503707,2014,6
6085503708,2014,9
6085503709,2014,6
6085503710,2014,6
6085503711,2014,6
6085503712,2014,6
6085503713,2014,6
6085503802,2014,13
6085503803,2014,9
6085503804,2014,6
6085503902,2014,6
6085503903,2014,6
6085504001,2014,6
6085504002,2014,6
6085504101,2014,6
6085504102,2014,6
6085504201,2014,1
6085504202,2014,8
6085504307,2014,9
6085504308,2014,14
6085504311,2014,14
6085504314,2014,9
6085504316,2014,9
6085504317,2014,14
6085504318,2014,9
6085504319,2014,9
6085504320,2014,14
6085504321,2014,9
6085504322,2014,9
6085504323,2014,9
6085504410,2014,9
6085504411,2014,9
6085504412,2014,9
6085504413,2014,14
6085504414,2014,14
6085504415,2014,14
6085504416,2014,14
6085504418,2014,9
6085504420,2014,14
6085504421,2014,14
6085504422,2014,9
6085504423,2014,9
6085504504,2014,13
6085504505,2014,9
6085504506,2014,9
6085504507,2014,9
6085504602,2014,13
6085504802,2014,13
6085504803,2014,9
6085504805,2014,15
6085504806,2014,13
6085504901,2014,9
6085505001,2014,9
6085505006,2014,9
6085505007,2014,13
6085505008,2014,15
6085505009,2014,13
6085505100,2014,15
6085505202,2014,6
6085505203,2014,15
6085505301,2014,13
6085505302,2014,1
6085505303,2014,13
6085505304,2014,1
6085505305,2014,13
6085505401,2014,9
6085505402,2014,13
6085505403,2014,15
6085505500,2014,13
6085505600,2014,15
6085505700,2014,15
6085505800,2014,1
6085505900,2014,1
6085506000,2014,1
6085506101,2014,14
6085506102,2014,8
6085506103,2014,14
6085506202,2014,9
6085506203,2014,9
6085506204,2014,9
6085506301,2014,6
6085506302,2014,1
6085506304,2014,6
6085506305,2014,6
6085506401,2014,1
6085506402,2014,13
6085506501,2014,6
6085506502,2014,15
6085506503,2014,8
6085506601,2014,1
6085506603,2014,1
6085506604,2014,8
6085506605,2014,13
6085506606,2014,1
6085506701,2014,8
6085506702,2014,1
6085506703,2014,1
6085506801,2014,1
6085506802,2014,1
6085506803,2014,1
6085506804,2014,1
6085506900,2014,1
6085507001,2014,1
6085507002,2014,1
6085507100,2014,1
6085507203,2014,1
6085507205,2014,1
6085507206,2014,1
6085507301,2014,14
6085507302,2014,1
6085507401,2014,14
6085507402,2014,14
6085507500,2014,14
6085507600,2014,14
6085507701,2014,14
6085507702,2014,14
6085507703,2014,9
6085507805,2014,9
6085507806,2014,9
6085507807,2014,9
6085507808,2014,14
6085507903,2014,14
6085507904,2014,14
6085507905,2014,9
6085507906,2014,14
6085508001,2014,9
6085508003,2014,9
6085508004,2014,9
6085508101,2014,9
6085508102,2014,9
6085508202,2014,14
6085508203,2014,9
6085508204,2014,9
6085508301,2014,14
6085508303,2014,14
6085508304,2014,9
6085508401,2014,14
6085508403,2014,14
6085508404,2014,1
6085508503,2014,9
6085508504,2014,9
6085508505,2014,1
6085508507,2014,9
6085508508,2014,1
6085508601,2014,14
6085508602,2014,1
6085508703,2014,9
6085508704,2014,15
6085508800,2014,6
6085508900,2014,13
6085509000,2014,6
6085509102,2014,9
6085509105,2014,15
6085509106,2014,1
6085509107,2014,15
6085509108,2014,15
6085509109,2014,1
6085509201,2014,1
6085509202,2014,1
6085509302,2014,14
6085509303,2014,15
6085509304,2014,1
6085509401,2014,7
6085509403,2014,15
6085509404,2014,15
6085509500,2014,15
6085509600,2014,1
6085509700,2014,1
6085509801,2014,7
6085509802,2014,14
6085509901,2014,1
6085509902,2014,1
6085510001,2014,14
6085510002,2014,1
6085510100,2014,1
6085510200,2014,14
6085510300,2014,1
6085510400,2014,1
6085510500,2014,1
6085510600,2014,7
6085510700,2014,1
6085510801,2014,14
6085510802,2014,1
6085510803,2014,7
6085510900,2014,7
6085511000,2014,7
6085511100,2014,1
6085511200,2014,1
6085511301,2014,7
6085511302,2014,7
6085511400,2014,1
6085511500,2014,7
6085511608,2014,10
6085511609,2014,7
6085511701,2014,1
6085511702,2014,1
6085511704,2014,1
6085511707,2014,1
6085511800,2014,1
6085511905,2014,8
6085511907,2014,8
6085511909,2014,14
6085511910,2014,1
6085511911,2014,8
6085511912,2014,14
6085511913,2014,1
6085511914,2014,8
6085511915,2014,6
6085511916,2014,8
6085512001,2014,8
6085512005,2014,1
6085512017,2014,13
6085512019,2014,8
6085512020,2014,6
6085512021,2014,8
6085512022,2014,6
6085512023,2014,6
6085512024,2014,8
6085512025,2014,8
6085512026,2014,8
6085512027,2014,8
6085512029,2014,1
6085512030,2014,1
6085512031,2014,1
6085512032,2014,1
6085512033,2014,8
6085512034,2014,8
6085512035,2014,1
6085512036,2014,9
6085512037,2014,1
6085512038,2014,15
6085512039,2014,13
6085512042,2014,13
6085512043,2014,6
6085512045,2014,1
6085512047,2014,1
6085512052,2014,15
6085512053,2014,8
6085512100,2014,13
6085512200,2014,8
6085512305,2014,1
6085512307,2014,1
6085512308,2014,8
6085512309,2014,8
6085512310,2014,13
6085512311,2014,8
6085512312,2014,8
6085512313,2014,13
6085512314,2014,13
6085512401,2014,13
6085512402,2014,13
6085512503,2014,8
6085512505,2014,13
6085512506,2014,13
6085512508,2014,13
6085512509,2014,13
6085512510,2014,8
6085512602,2014,13
6085512603,2014,6
6085512604,2014,6
6085513000,2014,10
6095250103,2014,13
6095250104,2014,13
6095250105,2014,13
6095250106,2014,14
6095250200,2014,3
6095250300,2014,3
6095250400,2014,13
6095250501,2014,8
6095250502,2014,13
6095250601,2014,3
6095250604,2014,14
6095250605,2014,14
6095250701,2014,3
6095250801,2014,15
6095250900,2014,3
6095251000,2014,3
6095251100,2014,6
6095251200,2014,6
6095251300,2014,13
6095251400,2014,8
6095251500,2014,3
6095251600,2014,3
6095251701,2014,3
6095251702,2014,13
6095251802,2014,6
6095251803,2014,13
6095251804,2014,13
6095251901,2014,3
6095251902,2014,13
6095251903,2014,13
6095252000,2014,1
6095252102,2014,8
6095252103,2014,13
6095252104,2014,1
6095252106,2014,8
6095252107,2014,1
6095252108,2014,1
6095252201,2014,14
6095252202,2014,13
6095252305,2014,8
6095252306,2014,8
6095252310,2014,8
