"","Geo_FIPS","density","medianYearBuilt","PConeUnit","PCcommutingNotCar","PClessHighSchool","PCsomeCollegeOrMore","PCdoctorate","PCmarriedCouple","PCwithKids","PCunmarriedSSCouple","PCsexMale","medianAge","PCraceWhiteAlone","PCraceBlackAlone","PCraceAsianAlone","PCraceHispanic","PCforeignBorn","medianOccupiedHouseValue","PCownerOccUnits","PCwithInterests","medianIncome","PCunemployed","PCpoorStruggling","PCveryWealthyHHolds"
"733",6075017802,19912.28,1990,0.0498171846435101,0.619777158774373,0.156887755102041,0.66390306122449,0.0124362244897959,0.250740960284529,0.135743924125667,0.0527563722584469,0.544110147883733,37.7,0.607598164201938,0.0872004079551249,0.159867414584396,0.159612442631311,0.276134625191229,659648,0.323058684054535,0.180794309425015,94297,0.0622837370242214,0.409874003599897,0.128630705394191
"734",6075017902,2380.657,1969,0.292045454545455,0.415594855305466,0.0881147540983607,0.672131147540984,0,0.157392686804452,0.360890302066773,0,0.590963614554178,27.9,0.48140743702519,0.203518592562975,0.187125149940024,0.195121951219512,0.26749300279888,NA,0,0.0540540540540541,37084,0.104289940828402,0.633928571428571,0.0810810810810811
"735",6075018000,9992.057,2001,0.0130293159609121,0.50513874614594,0.146442076314885,0.693709178411825,0.0199381230663458,0.296052631578947,0.0774853801169591,0.027046783625731,0.681881051175657,37.1,0.512033195020747,0.188105117565698,0.179806362378976,0.158229598893499,0.261134163208852,711592,0.426900584795322,0.289473684210526,128226,0.0772452303396929,0.293443210318882,0.292397660818713
"736",6075020100,33004.88,1952,0.0151365580783152,0.660900783289817,0.231921824104235,0.624972855591748,0.00586319218241042,0.16839378238342,0.113989637305699,0.0651369356032568,0.576760563380282,39.6,0.498591549295775,0.0621478873239437,0.229225352112676,0.394894366197183,0.472007042253521,660156,0.234641006661732,0.186898593634345,40495,0.0950305143853531,0.489832007073386,0.0854922279792746
"737",6075020200,44567.07,1939,0.106450679780156,0.593702694520133,0.104144750683779,0.779297285924679,0.0246160319798022,0.193119891008174,0.12125340599455,0.0572207084468665,0.586739951906561,37.2,0.602713844039849,0.0649261422191687,0.214702851253865,0.223634489866025,0.344898660254208,678113,0.196525885558583,0.260899182561308,57651,0.10031847133758,0.334764685675026,0.0725476839237057
"738",6075020300,28120.55,1939,0.113986784140969,0.649755229194481,0.0424545130217624,0.917231537638245,0.03068141277203,0.210754017305315,0.0982694684796045,0.0951792336217552,0.612685125563426,36.3,0.77205408886027,0.0189954925949775,0.138119768190599,0.107211848036059,0.19768190598841,770638,0.312731767614339,0.403584672435105,112086,0.12432847275518,0.13650998068255,0.165018541409147
"739",6075020401,25376.44,1939,0.427383592017738,0.363268608414239,0.0187080833039181,0.908930462407342,0.0744793505118249,0.0942942942942943,0.0630630630630631,0.189189189189189,0.621334996880848,43.5,0.850280723643169,0.03243917654398,0.0736119775421085,0.0648783530879601,0.169993761696818,987646,0.426426426426426,0.403603603603604,135675,0.0381322957198444,0.0955555555555556,0.263663663663664
"740",6075020402,17716.35,1968,0.222307692307692,0.256181597081475,0.0271828665568369,0.884129599121362,0.0115321252059308,0.150061500615006,0.0779007790077901,0.0582205822058221,0.609093155423771,43.1,0.801334321719792,0.0165554731900173,0.13096120583148,0.0768470471954534,0.227328885594267,805132,0.26650266502665,0.298072980729807,84654,0.0977470930232558,0.179145045712874,0.136531365313653
"741",6075020500,22493.58,1939,0.276595744680851,0.404684450227716,0.0212457749879285,0.860936745533559,0.0535972959922743,0.235065942591156,0.102404965089216,0.115593483320403,0.644074844074844,43.4,0.827858627858628,0.00623700623700624,0.101455301455301,0.0781704781704782,0.154261954261954,1014532,0.409619860356866,0.441427463149728,96254,0.0548192771084337,0.237557507319113,0.234290147401086
"742",6075020600,21054.03,1939,0.329461457233369,0.523134076325566,0.0148889431291189,0.913107151574323,0.0898218208445204,0.245614035087719,0.116279069767442,0.123623011015912,0.666666666666667,41.3,0.830836047774159,0.0297502714440825,0.0614549402823018,0.136590662323561,0.143539630836048,1014532,0.418604651162791,0.444308445532436,113109,0.0687557042896258,0.132464712269273,0.27172582619339
"743",6075020700,42489.81,1939,0.270336605890603,0.642042637580565,0.0607859189521081,0.836062218583709,0.0161686451084732,0.25373665480427,0.143772241992883,0.0875444839857651,0.477842003853565,35.4,0.783674899281836,0.0162900683131897,0.0905587668593449,0.174811700823262,0.204939569101419,934282,0.331316725978648,0.313523131672598,109808,0.0454330336015144,0.158346470485199,0.256227758007117
"744",6075020800,48417.57,1939,0.188560885608856,0.775767674363247,0.304725363489499,0.556946688206785,0.0167609046849758,0.28308070462925,0.167554281032364,0.0495698484227775,0.578516228748068,34.5,0.667542503863988,0.0335394126738794,0.136476043276662,0.506336939721793,0.512982998454405,860424,0.159770585825481,0.164276935682098,64712,0.0701293008985317,0.419474497681607,0.109381401065137
"745",6075020900,40923.43,1939,0.216187989556136,0.624719820685239,0.148827726809378,0.667686034658512,0.0142711518858308,0.230940456316082,0.192543127434613,0.0383973288814691,0.495145631067961,34.4,0.732807443365696,0.00444983818770227,0.136124595469256,0.47876213592233,0.414037216828479,770537,0.141346688925988,0.237618252643294,57029,0.0504989416389477,0.354956415974052,0.0517529215358932
"746",6075021000,34338.3,1939,0.157894736842105,0.539939713639789,0.062951198382905,0.909038406006353,0.0297429974010973,0.292540224280839,0.133105802047782,0.0331545587518284,0.470304200869145,36.9,0.768469338483824,0.000241429261226461,0.164654756156446,0.17938194109126,0.239014968614196,870062,0.337883959044369,0.360799609946368,91713,0.042375824939215,0.205519244734931,0.188200877620673
"747",6075021100,24366.76,1939,0.458147597820703,0.422767343809889,0.0415787887918048,0.88731545646279,0.0934016269960832,0.289893617021277,0.133510638297872,0.0696808510638298,0.55310621242485,39.1,0.859719438877755,0.0192885771543086,0.0826653306613226,0.19313627254509,0.152805611222445,1014532,0.527659574468085,0.493617021276596,118817,0.0481841064365336,0.179738562091503,0.326063829787234
"748",6075021200,21249.12,1939,0.490284974093264,0.356373937677054,0.0224913494809689,0.926038062283737,0.0532006920415225,0.303886925795053,0.183745583038869,0.0862190812720848,0.548819175185055,41.4,0.865703207613676,0.00422982023264011,0.0712019739161086,0.0606274233345083,0.13359182234755,1014532,0.604240282685512,0.451590106007067,131854,0.0467741935483871,0.135898340981292,0.332862190812721
