"Geo_FIPS","density","medianYearBuilt","PConeUnit","PCownerOccUnits","PCcommutingNotCar","PCmovedWithinCounty","PClessHighSchool","PCsomeCollegeOrMore","PCdoctorate","PCmarriedCouple","PCunmarriedSSCouple","PCwithKids","PCsexMale","medianAge","PCraceBlackAlone","PCraceAsianAlone","PCraceHispanic","PCraceWhiteAlone","PCforeignBorn","perCapitaIncome","PCunemployed","PCpoorStruggling","PCwithInterests","PCveryWealthyHHolds","cluster"
6001400100,0.00749088747804195,0.818181818181818,0.935506241331484,0.883370955605719,0.0878809355067328,0.0403587443946188,0,0.962214411247803,0.10676625659051,0.54928517682468,0.018058690744921,0.181339352896915,0.499814883376527,0.553366174055829,0.0322102924842651,0.0992225101814143,0.0344316919659385,0.80414661236579,0.152906330988523,0.924396822403862,0.0349462365591398,0.0507219548315439,0.64484574868322,0.45372460496614,1
6001400200,0.0661081900438652,0,0.729299363057325,0.683920704845815,0.418999151823579,0.0466867469879518,0.0159235668789809,0.905732484076433,0.0917197452229299,0.507709251101322,0.013215859030837,0.241189427312775,0.445365853658537,0.357963875205255,0.0351219512195122,0.10390243902439,0.0926829268292683,0.760487804878049,0.0985365853658537,0.628017937513836,0.0154723127035831,0.109756097560976,0.615638766519824,0.270925110132159,1
6001400300,0.0819432020648563,0,0.489826119126896,0.424652087475149,0.353340883352208,0.0573139435414885,0.0923986032769272,0.82030620467365,0.0612409347300564,0.267594433399602,0.0512922465208748,0.145924453280318,0.452638270820089,0.389162561576355,0.110192837465565,0.0603941513032422,0.10955710955711,0.768806950625132,0.13456240728968,0.367768222398939,0.0530060476698684,0.219961856325493,0.444135188866799,0.123658051689861,7
6001400400,0.107207170092589,0,0.561699948796723,0.482849604221636,0.372573839662447,0.0877462266564339,0.0312699425654116,0.927887683471602,0.082003828972559,0.322955145118734,0.0158311345646438,0.203166226912929,0.45470737913486,0.287356321839081,0.0936386768447837,0.0638676844783715,0.0837150127226463,0.753944020356234,0.0862595419847328,0.361176923896737,0.0427384250098932,0.199744897959184,0.391029023746702,0.153562005277045,7
6001400500,0.114439503035939,0,0.466354593329432,0.41953316953317,0.377809660449546,0.120378331900258,0.0372109826589595,0.830563583815029,0.0447976878612717,0.221744471744472,0,0.167076167076167,0.414717626925271,0.243021346469622,0.315459212778095,0.0490587564175699,0.118368511123788,0.515972618368511,0.12093553907587,0.238819796850278,0.0783979548359608,0.320022818026241,0.226044226044226,0.0675675675675676,2
6001400600,0.106273645330629,0,0.538361508452536,0.472182596291013,0.282479141835518,0.120636864666258,0.0860215053763441,0.793217535153019,0.00744416873449132,0.262482168330956,0.0114122681883024,0.271041369472183,0.433596118859915,0.272577996715928,0.487568223165555,0.0448756822316555,0.0212249848392965,0.352941176470588,0.0800485142510612,0.203420260864575,0.0814332247557003,0.296543359611886,0.236804564907275,0.0356633380884451,2
6001400700,0.0859302944794783,0,0.517670482827277,0.355803048065651,0.25629546726357,0.178690629011553,0.136347326874776,0.637961966271977,0.0258342303552207,0.193434935521688,0.0726846424384525,0.218053927315358,0.423642820903095,0.288998357963875,0.441907661085743,0.114662607813293,0.0568239472349061,0.364535768645358,0.144089294774226,0.150140597971782,0.0983767830791933,0.454337899543379,0.147713950762016,0.0140679953106682,2
6001400800,0.0735414198887285,0.0303030303030303,0.366945107398568,0.261428571428571,0.359943977591036,0.15811320754717,0.165285226718674,0.598732325694783,0.0238907849829352,0.180714285714286,0.0164285714285714,0.176428571428571,0.482732732732733,0.288998357963875,0.380255255255255,0.137762762762763,0.10472972972973,0.375375375375375,0.16966966966967,0.209872191114865,0.119304556354916,0.437312312312312,0.186428571428571,0.0385714285714286,2
6001400900,0.111341224070214,0,0.441471571906354,0.390917186108638,0.409479409479409,0.154226804123711,0.141259564449676,0.753972925250147,0,0.110418521816563,0,0.219946571682992,0.455798864557989,0.262725779967159,0.52595296025953,0.0150040551500406,0.0506893755068938,0.439578264395783,0.0515004055150041,0.19287746251404,0.0677852348993289,0.316707218167072,0.190560997328584,0.0409617097061443,2
6001401000,0.107795980270089,0,0.506839186691312,0.396098388464801,0.233621310295176,0.0895615540645967,0.191536203522505,0.636252446183953,0.00342465753424658,0.266327396098388,0.00551314673452078,0.346480067854114,0.47137787378491,0.234811165845649,0.575065576299954,0.136090109550995,0.069279432186391,0.196728899861133,0.172195648819627,0.115200157404143,0.0728996404053612,0.472343070229956,0.165394402035623,0.00805767599660729,3
