"","cluster","Geo_FIPS"
"598",0,6055200201
"599",0,6055200202
"600",0,6055200203
"601",0,6055200400
"602",0,6055200501
"603",0,6055200503
"604",0,6055200703
"605",0,6055200802
"606",0,6055201001
"607",0,6055201200
"608",0,6055201300
"609",0,6055201500
"610",0,6055201600
"611",0,6055201700
"612",0,6055201800
"613",0,6055201900
"614",0,6055202000
"615",0,6055201900
"616",0,6055202000
"617",0,6075010100
"618",0,6075010200
"619",6,6075010300
"620",6,6075010400
"621",0,6075010500
"622",6,6075010600
"623",2,6075010700
"624",6,6075010800
"625",6,6075010900
"626",6,6075011000
"627",6,6075010900
"628",6,6075011100
"629",6,6075011200
"630",2,6075011300
"631",3,6075011700
"632",2,6075011800
"633",6,6075012000
"634",6,6075012100
"635",0,6075012800
"636",0,6075012700
"637",0,6075012800
"638",0,6075013000
"639",0,6075013200
"640",0,6075013300
"641",0,6075013400
"642",0,6075013500
"643",0,6075015100
"644",6,6075015200
"645",0,6075015300
"646",0,6075015400
"647",0,6075015500
"648",6,6075015600
"649",6,6075015700
"650",0,6075015900
"651",0,6075016000
"652",3,6075016100
"653",6,6075016200
"654",6,6075016300
"655",6,6075016400
"656",6,6075016500
"657",6,6075016600
"658",6,6075016700
"659",6,6075016900
"660",0,6075017000
"661",3,6075017601
"662",3,6075012500
"663",3,6075011700
"664",6,6075017700
"665",2,6075017902
"666",0,6075018000
"667",0,6075020100
"668",6,6075020200
"669",6,6075020300
"670",0,6075020500
"671",0,6075020600
"672",6,6075020700
"673",0,6075020800
"674",0,6075020900
"675",6,6075021000
"676",0,6075021100
"677",0,6075021200
"678",0,6075021300
"679",0,6075021400
"680",0,6075021500
"681",0,6075021600
"682",0,6075021700
"683",0,6075021800
"684",0,6075022702
"685",0,6075022801
"686",2,6075022802
"687",0,6075022803
"688",0,6075022901
"689",0,6075022902
"690",0,6075025100
"691",0,6075022903
"692",2,6075023001
"693",2,6075023003
"694",2,6075023102
"695",0,6075023103
"696",0,6075023200
"697",2,6075025800
"698",2,6075023300
"699",0,6075023400
"700",2,6075060900
"701",2,6075025100
"702",2,6075025200
"703",2,6075025300
"704",2,6075025401
"705",2,6075025402
"706",2,6075025403
"707",2,6075025402
"708",2,6075031100
"709",2,6075025500
"710",2,6075025600
"711",2,6075025800
"712",2,6075025900
"713",2,6075026001
"714",2,6075026002
"715",2,6075026003
"716",2,6075026004
"717",2,6075026100
"718",2,6075026200
"719",2,6075026301
"720",2,6075026302
"721",2,6075026303
"722",2,6075026401
"723",2,6075060501
"724",2,6075026402
"725",2,6075026403
"726",2,6075026403
"727",2,6075026404
"728",6,6075030101
"729",0,6075030102
"730",6,6075030201
"731",6,6075030202
"732",2,6075030301
"733",0,6075030302
"734",0,6075030400
"735",0,6075030500
"736",0,6075030600
"737",0,6075030700
"738",0,6075030800
"739",0,6075030900
"740",0,6075031000
"741",2,6075031100
"742",2,6075031200
"743",2,6075031400
"744",2,6075032700
"745",2,6075033000
"746",0,6075033100
"747",2,6075033201
"748",2,6075035100
"749",2,6075035201
"750",2,6075035202
"751",2,6075035300
"752",2,6075035400
"753",6,6075040100
"754",6,6075040200
"755",2,6075042700
"756",1,6075042800
"757",2,6075045100
"758",2,6075045200
"759",2,6075047600
"760",2,6075047701
"761",2,6075047702
"762",2,6075047901
"763",2,6075047902
"764",2,6075060100
"765",0,6075060400
"766",0,6075060502
"767",2,6075061000
"768",2,6075026402
"769",0,6081600300
"770",0,6081600200
"771",0,6081600100
"772",2,6081600100
"773",2,6081600200
"774",0,6081600300
"775",0,6075026302
"776",2,6081600500
"777",2,6081600600
"778",2,6081600700
"779",0,6081600800
"780",0,6081600900
"781",0,6075060400
"782",2,6081602800
"783",2,6081601000
"784",0,6081601100
"785",2,6081601200
"786",0,6081601300
"787",0,6081601601
"788",0,6081601400
"789",0,6081601501
"790",0,6081601502
"791",0,6081601300
"792",0,6081601601
"793",0,6081601604
"794",0,6081601603
"795",0,6081601800
"796",0,6081602600
"797",0,6081601502
"798",0,6081601400
"799",0,6081601601
"800",0,6081601604
"801",0,6081601605
"802",0,6081601700
"803",0,6081601800
"804",0,6081602000
"805",0,6081602100
"806",0,6081602200
"807",0,6081602300
"808",0,6081604102
"809",0,6081604200
"810",0,6081602400
"811",0,6081602500
"812",0,6081603700
"813",0,6081602600
"814",0,6081602700
"815",0,6081602800
"816",0,6081602900
"817",0,6081603000
"818",0,6081603100
"819",0,6081603200
"820",0,6081603300
"821",0,6081603400
"822",0,6081603700
"823",0,6081603900
"824",0,6081604000
"825",0,6081604101
"826",0,6081604102
"827",0,6081604200
"828",0,6081602300
"829",2,6081604400
"830",2,6081603900
"831",0,6081604500
"832",0,6081604600
"833",0,6081604700
"834",0,6081604800
"835",0,6081604900
"836",0,6081604900
"837",0,6081605000
"838",0,6081605100
"839",1,6081605200
"840",0,6081605600
"841",0,6081605300
"842",0,6081606000
"843",0,6081605400
"844",0,6081605500
"845",1,6081605000
"846",1,6081605600
"847",1,6081605500
"848",1,6081605300
"849",1,6081605700
"850",1,6081606500
"851",1,6081606700
"852",1,6081605800
"853",0,6081605900
"854",0,6081606000
"855",0,6081606100
"856",0,6081606200
"857",0,6081606300
"858",0,6081606400
"859",1,6081605700
"860",1,6081606500
"861",0,6081606600
"862",0,6081607400
"863",0,6081606700
"864",0,6081606800
"865",0,6081606900
"866",0,6081607000
"867",0,6081607100
"868",2,6081607200
"869",0,6081607300
"870",0,6081607400
"871",0,6081607500
"872",0,6081607600
"873",0,6081607701
"874",0,6081607702
"875",0,6081607800
"876",0,6081607900
"877",0,6081608001
"878",0,6081608002
"879",0,6081608400
"880",0,6081608004
"881",0,6081607900
"882",0,6081610304
"883",0,6081608600
"884",0,6081608013
"885",0,6081608023
"886",0,6081608100
"887",0,6081608200
"888",0,6081608300
"889",0,6081608400
"890",0,6081608501
"891",0,6081608600
"892",0,6081608502
"893",0,6081610304
"894",0,6081608600
"895",0,6081608700
"896",0,6081608800
"897",0,6081609601
"898",0,6081608900
"899",0,6081608900
"900",0,6081609000
"901",0,6081609200
"902",0,6081609100
"903",0,6081610100
"904",0,6081609603
"905",0,6081609400
"906",0,6081609300
"907",0,6081609400
"908",0,6081609603
"909",0,6081609300
"910",0,6081609500
"911",0,6081609601
"912",0,6081609602
"913",0,6081609601
"914",0,6081609603
"915",0,6081609800
"916",1,6081609700
"917",0,6081609800
"918",0,6081611000
"919",0,6081610000
"920",0,6081611000
"921",0,6081609900
"922",0,6081610000
"923",0,6081610100
"924",0,6081610201
"925",0,6081610202
"926",0,6081610203
"927",0,6081611700
"928",0,6081610302
"929",0,6081608300
"930",0,6081610303
"931",0,6081608600
"932",0,6081610304
"933",0,6081610400
"934",0,6081611700
"935",0,6081610500
"936",0,6081610601
"937",0,6081610602
"938",0,6081610700
"939",0,6081610900
"940",0,6081610800
"941",0,6081610900
"942",0,6081611000
"943",0,6081611100
"944",0,6081613300
"945",0,6081611100
"946",0,6081611200
"947",0,6081611300
"948",1,6081611400
"949",1,6081612500
"950",1,6081611500
"951",1,6081611600
"952",0,6081611700
"953",0,6081610400
"954",0,6081611800
"955",0,6081611800
"956",0,6081611900
"957",0,6081611700
"958",0,6081612000
"959",0,6081612000
"960",0,6081612100
"961",0,6081612500
"962",0,6081612600
"963",1,6081612700
"964",1,6081612800
"965",1,6081612900
"966",1,6081613000
"967",1,6081613200
"968",1,6081609700
"969",1,6081613300
"970",1,6081613400
"971",0,6081604600
"972",0,6081613501
"973",0,6081613502
"974",0,6081613600
"975",0,6081613700
"976",0,6081613800
"977",0,6085500100
"978",0,6085500200
"979",0,6085500300
"980",0,6085500200
"981",0,6085500400
"982",0,6085500500
"983",0,6085500600
"984",0,6085500800
"985",0,6085500901
"986",3,6085500902
"987",0,6085501000
"988",0,6085501200
"989",2,6085501300
"990",0,6085501501
"991",0,6085501502
"992",0,6085501600
"993",0,6085501800
"994",0,6085501700
"995",0,6085501800
"996",0,6085501700
"997",0,6085501900
"998",0,6085502201
"999",0,6085501900
"1000",0,6085502001
"1001",0,6085502002
"1002",0,6085502101
"1003",0,6085502102
"1004",0,6085502201
"1005",0,6085502602
"1006",0,6085502202
"1007",0,6085502400
"1008",0,6085502500
"1009",0,6085502601
"1010",0,6085502701
"1011",0,6085502702
"1012",0,6085506803
"1013",0,6085502800
"1014",0,6085502908
"1015",0,6085506802
"1016",0,6085502901
"1017",0,6085502902
"1018",0,6085502903
"1019",0,6085502906
"1020",0,6085502907
"1021",0,6085502908
"1022",0,6085502909
"1023",0,6085502910
"1024",0,6085503001
"1025",0,6085503002
"1026",0,6085503003
"1027",0,6085503105
"1028",0,6085503103
"1029",0,6085503108
"1030",0,6085503110
"1031",0,6085503111
"1032",0,6085503112
"1033",0,6085502400
"1034",0,6085503113
"1035",0,6085503116
"1036",0,6085503115
"1037",0,6085503116
"1038",0,6085503204
"1039",0,6085503207
"1040",0,6085503208
"1041",0,6085503210
"1042",0,6085503211
"1043",0,6085503212
"1044",0,6085503213
"1045",0,6085503214
"1046",0,6085503217
"1047",0,6085503218
"1048",0,6085503304
"1049",0,6085503305
"1050",0,6085503306
"1051",0,6085503312
"1052",0,6085503313
"1053",0,6085503315
"1054",0,6085503321
"1055",0,6085503322
"1056",0,6085503323
"1057",0,6085503324
"1058",0,6085503325
"1059",0,6085503326
"1060",0,6085503327
"1061",0,6085503401
"1062",0,6085503402
"1063",0,6085503504
"1064",0,6085503506
"1065",0,6085503507
"1066",0,6085503508
"1067",0,6085503509
"1068",0,6085503510
"1069",0,6085503511
"1070",0,6085503601
"1071",0,6085503602
"1072",0,6085503703
"1073",0,6085503707
"1074",0,6085503708
"1075",0,6085503709
"1076",0,6085503802
"1077",0,6085503900
"1078",0,6085503803
"1079",0,6085503804
"1080",0,6085504001
"1081",0,6085504002
"1082",0,6085504101
"1083",0,6085504102
"1084",0,6085504201
"1085",0,6085504202
"1086",0,6085504307
"1087",0,6085504308
"1088",0,6085504311
"1089",0,6085504315
"1090",0,6085504314
"1091",0,6085504315
"1092",0,6085504316
"1093",0,6085504310
"1094",0,6085504317
"1095",0,6085504318
"1096",0,6085504319
"1097",0,6085504320
"1098",0,6085504321
"1099",0,6085504410
"1100",0,6085504411
"1101",0,6085504412
"1102",0,6085504413
"1103",0,6085504412
"1104",0,6085504414
"1105",0,6085504415
"1106",0,6085504416
"1107",0,6085504417
"1108",0,6085504418
"1109",0,6085504420
"1110",0,6085504421
"1111",0,6001443301
"1112",0,6085504422
"1113",0,6085504418
"1114",0,6085504504
"1115",0,6085504505
"1116",0,6085504506
"1117",0,6085504507
"1118",0,6085504700
"1119",0,6085504601
"1120",0,6085504602
"1121",0,6085504802
"1122",0,6085504803
"1123",0,6085504805
"1124",0,6085504806
"1125",2,6085504901
"1126",0,6085505001
"1127",0,6085504602
"1128",0,6085505005
"1129",0,6085505006
"1130",0,6085505007
"1131",0,6085505202
"1132",0,6085505100
"1133",0,6085505202
"1134",0,6085505001
"1135",0,6085505203
"1136",0,6085505301
"1137",0,6085505302
"1138",0,6085505303
"1139",0,6085505304
"1140",0,6085505305
"1141",0,6085505401
"1142",0,6085505402
"1143",0,6085505403
"1144",0,6085505500
"1145",0,6085505600
"1146",0,6085505700
"1147",0,6085505800
"1148",0,6085505900
"1149",0,6085506000
"1150",0,6085506101
"1151",0,6085506102
"1152",0,6085506103
"1153",0,6085506202
"1154",0,6085506203
"1155",0,6085506204
"1156",0,6085506301
"1157",0,6085506302
"1158",0,6085506304
"1159",0,6085506305
"1160",0,6085506401
"1161",0,6085506402
"1162",0,6085506501
"1163",0,6085506502
"1164",0,6085506503
"1165",0,6085506601
"1166",0,6085506603
"1167",0,6085506604
"1168",0,6085506605
"1169",0,6085506606
"1170",0,6085506701
"1171",0,6085506702
"1172",0,6085506703
"1173",0,6085506801
"1174",0,6085506802
"1175",0,6085506803
"1176",0,6085502906
"1177",0,6085506804
"1178",0,6085506900
"1179",1,6085507001
"1180",1,6085507002
"1181",0,6085507100
"1182",0,6085507203
"1183",0,6085507205
"1184",0,6085507206
"1185",1,6085507301
"1186",1,6085507302
"1187",0,6085507401
"1188",0,6085507402
"1189",0,6085507500
"1190",1,6085507600
"1191",0,6085507701
"1192",0,6085507702
"1193",0,6085507703
"1194",0,6085507805
"1195",0,6085507806
"1196",0,6085507807
"1197",0,6085507808
"1198",0,6085507903
"1199",0,6085507904
"1200",0,6085507905
"1201",0,6085507906
"1202",0,6085508001
"1203",0,6085508101
"1204",0,6085508102
"1205",0,6085508202
"1206",0,6085508203
"1207",0,6085508204
"1208",0,6085508301
"1209",1,6085508303
"1210",0,6085508304
"1211",0,6085508401
"1212",0,6085508403
"1213",0,6085508404
"1214",0,6085508503
"1215",0,6085508504
"1216",0,6085508505
"1217",0,6085508601
"1218",0,6085508602
"1219",0,6085508703
"1220",0,6085508704
"1221",0,6085508800
"1222",0,6085508900
"1223",0,6085509000
"1224",0,6085509109
"1225",0,6085509102
"1226",0,6085509105
"1227",0,6085509106
"1228",0,6085509107
"1229",0,6085509108
"1230",0,6085509102
"1231",0,6085509109
"1232",0,6085509201
"1233",0,6085509202
"1234",0,6085509302
"1235",0,6085509303
"1236",0,6085509304
"1237",0,6085509401
"1238",0,6085509403
"1239",0,6085509404
"1240",0,6085509500
"1241",0,6085509600
"1242",0,6085509700
"1243",0,6085509801
"1244",0,6085509802
"1245",0,6085509901
"1246",0,6085509902
"1247",1,6085510001
"1248",1,6085510002
"1249",1,6085510100
"1250",1,6085510200
"1251",1,6085510300
"1252",1,6085510400
"1253",1,6085510500
"1254",1,6085510600
"1255",0,6085510700
"1256",1,6085510801
"1257",1,6085510802
"1258",1,6085510803
"1259",1,6085510900
"1260",1,6085511000
"1261",1,6085511100
"1262",1,6085511200
"1263",1,6085511400
"1264",1,6085511500
"1265",1,6085511701
"1266",1,6085511702
"1267",0,6085511800
"1268",0,6085511905
"1269",0,6085511907
"1270",0,6085511800
"1271",0,6085511909
"1272",0,6085511910
"1273",0,6085511911
"1274",0,6085511912
"1275",0,6085511913
"1276",0,6085511914
"1277",0,6085512100
"1278",0,6085512001
"1279",0,6085512005
"1280",0,6085512017
"1281",0,6085512019
"1282",0,6085512026
"1283",0,6085512020
"1284",0,6085512021
"1285",0,6085512022
"1286",0,6085512021
"1287",0,6085512023
"1288",0,6085512024
"1289",0,6085512025
"1290",0,6085512026
"1291",0,6085512014
"1292",0,6085512026
"1293",0,6085512025
"1294",0,6085512027
"1295",0,6085512029
"1296",0,6085511911
"1297",0,6085512030
"1298",0,6085512031
"1299",0,6085512002
"1300",0,6085512032
"1301",0,6085512033
"1302",0,6085512032
"1303",0,6085512034
"1304",0,6085512035
"1305",0,6085512100
"1306",0,6087121000
"1307",0,6085512200
"1308",0,6085512305
"1309",0,6085512200
"1310",0,6085512307
"1311",0,6085512308
"1312",0,6085512309
"1313",0,6085512401
"1314",0,6085512402
"1315",0,6085512503
"1316",0,6085512505
"1317",0,6085512506
"1318",0,6085512508
"1319",0,6069000100
"1320",0,6085512602
"1321",0,6095250200
"1322",0,6095250300
"1323",0,6095250400
"1324",0,6095250502
"1325",0,6095250501
"1326",0,6095250502
"1327",0,6095250601
"1328",0,6095250603
"1329",0,6095250701
"1330",3,6095250900
"1331",2,6095251000
"1332",2,6095251100
"1333",2,6095251200
"1334",0,6095251300
"1335",0,6095251400
"1336",0,6095251400
"1337",2,6095251500
"1338",2,6095251600
"1339",2,6095251701
"1340",2,6095251702
"1341",0,6095251802
"1342",0,6095251803
"1343",0,6095251804
"1344",2,6095251901
"1345",2,6095251400
"1346",0,6095251902
"1347",0,6095251903
"1348",0,6095252000
"1349",0,6095252102
"1350",0,6095252103
"1351",0,6095252104
"1352",0,6095252105
"1353",0,6095252106
"1354",0,6095252107
"1355",0,6095252108
"1356",0,6095252201
"1357",0,6095252202
