"","Geo_FIPS","density","PConeUnit","PCcommutingNotCar","PClessHighSchool","PCsomeCollegeOrMore","PCdoctorate","PCmarriedCouple","PCwithKids","PCunmarriedSSCouple","PCsexMale","medianAge","PCraceWhiteAlone","PCraceBlackAlone","PCraceAsianAlone","PCraceHispanic","PCforeignBorn","PCownerOccUnits","PCwithInterests","perCapitaIncome","PCunemployed","PCpoorStruggling","PCveryWealthyHHolds","year.x","year.y","cluster"
"1",6001400100,1094.018,0.912439193884642,0.10515873015873,0,0.968394437420986,0.114622840286557,0.536697247706422,0.174311926605505,0.0107033639143731,0.463091922005571,50.8,0.774373259052925,0.0414345403899721,0.110724233983287,0.00731197771587744,0.178272980501393,0.895259938837921,0.680428134556575,128426.512063492,0.030625,0.0717270194986072,0.519877675840979,"2009",2009,1
"2",6001400200,8151.444,0.665236051502146,0.478884462151394,0.0141570141570142,0.916988416988417,0.0881595881595882,0.501108647450111,0.249445676274945,0.0321507760532151,0.450867052023121,39.6,0.794797687861272,0.0226396917148362,0.069364161849711,0.106936416184971,0.0891136801541426,0.657427937915743,0.572062084257206,83830.7904761905,0.0170940170940171,0.11223506743738,0.311529933481153,"2009",2009,1
"3",6001400300,11963.73,0.478757586576223,0.328317373461012,0.0916334661354582,0.792330677290837,0.0520418326693227,0.257044935262757,0.14965727341965,0.0544554455445545,0.424657534246575,40.3,0.763900080580177,0.112207896857373,0.0755439161966156,0.0852135374697824,0.171031426269138,0.405178979436405,0.45963442498096,52531.3555555556,0.0414761593729588,0.18795326349718,0.102056359482102,"2009",2009,1
"4",6001400400,15713.54,0.555445544554455,0.370057581573896,0.032781862745098,0.936580882352941,0.076593137254902,0.312627291242363,0.172606924643585,0.00356415478615071,0.460336253847975,34.8,0.733364906464599,0.0949561922803694,0.0781434998816008,0.06298839687426,0.116504854368932,0.433808553971487,0.376272912423625,51076.073015873,0.0716759002770083,0.20701920796775,0.15122199592668,"2009",2009,1
"5",6001400500,16892.31,0.444380403458213,0.413793103448276,0.0530226274907126,0.759540695710908,0.0567375886524823,0.252669039145907,0.179122182680902,0,0.413141793030061,32.9,0.467145517424847,0.350093109869646,0.0662410215482841,0.115988294759244,0.139664804469274,0.437722419928826,0.239027283511269,33662.64,0.084026622296173,0.324554402766693,0.0468564650059312,"2009",2009,2
"6",6001400600,13767.4,0.63265306122449,0.35672514619883,0.0677126341866226,0.779521056977704,0.0074318744838976,0.236804564907275,0.238231098430813,0.0356633380884451,0.477923627684964,34.4,0.383054892601432,0.473150357995227,0.0322195704057279,0.0596658711217184,0.0692124105011933,0.470756062767475,0.185449358059914,32110.7006349206,0.0317100792751982,0.399761336515513,0.0542082738944365,"2009",2009,2
"7",6001400700,11846.24,0.572420634920635,0.229906542056075,0.135515797487628,0.616292348686715,0.0178911305671869,0.23444976076555,0.257775119617225,0.0502392344497608,0.44398872084081,36.2,0.365034606511151,0.463214560369136,0.095103819533453,0.0492181491925147,0.136118943860549,0.395334928229665,0.114832535885167,24929.8587301587,0.114025695931478,0.442450653678544,0.0185406698564593,"2009",2009,2
"8",6001400800,10711.34,0.423122765196663,0.320418204182042,0.184559159433531,0.678391959798995,0.0173595248972133,0.231681786461968,0.225401256106071,0.0139567341242149,0.488519134775374,35.6,0.349084858569052,0.378702163061564,0.177371048252912,0.0861896838602329,0.211647254575707,0.297976273551989,0.231681786461968,33038.1717460318,0.1008537886873,0.432945091514143,0.0593161200279135,"2009",2009,2
"9",6001400900,16018.09,0.492487479131886,0.411490683229814,0.160874439461883,0.716928251121076,0,0.178082191780822,0.23013698630137,0,0.458942632170979,34.5,0.413573303337083,0.545181852268466,0.00749906261717285,0.0412448443944507,0.0479940007499063,0.438356164383562,0.242009132420091,29795.280952381,0.0976408912188729,0.261717285339333,0.0465753424657534,"2009",2009,2
"10",6001401000,13657.44,0.466442953020134,0.264538696982947,0.198130355751753,0.633861334718255,0.00415476499610491,0.306273062730627,0.34409594095941,0.00599630996309963,0.499837451235371,31.4,0.232119635890767,0.568758127438232,0.143205461638492,0.0711963589076723,0.168075422626788,0.423431734317343,0.162361623616236,19799.4447619048,0.141879726323371,0.519343302990897,0.00830258302583026,"2009",2009,3
"11",6001401100,10445.87,0.199132321041215,0.459927507047926,0.0793482111229189,0.850159404888417,0.00354233085370174,0.147398843930636,0.121387283236994,0.0115606936416185,0.46324978879189,32.2,0.644043931286961,0.140242185299916,0.117150098563785,0.17319065052098,0.188960856096874,0.191233140655106,0.207129094412331,36609.0441269841,0.041981845688351,0.378484933821459,0.0216763005780347,"2009",2009,4
"12",6001401200,9859.579,0.538896746817539,0.362194315928619,0.06884765625,0.83154296875,0.001953125,0.267751479289941,0.160502958579882,0.0451183431952663,0.454870775347913,36.3,0.713717693836978,0.138767395626243,0.11610337972167,0.0584493041749503,0.15506958250497,0.467455621301775,0.322485207100592,43775.7676190476,0.0307495195387572,0.230218687872763,0.0665680473372781,"2009",2009,2
"13",6001401300,10088.88,0.0134453781512605,0.423930269413629,0.216756982075865,0.517298874531055,0.0220925385577324,0.202928870292887,0.201534170153417,0.00488145048814505,0.575405322728663,33.8,0.339247476292444,0.423065157540532,0.165799938819211,0.167329458550015,0.315998776384215,0.138772663877266,0.102510460251046,22647.02,0.13102511880516,0.658083441981747,0.0306834030683403,"2009",2009,3
"14",6001401400,12128.33,0.292615213770128,0.434640522875817,0.305186455207887,0.379768538362623,0.00814402057436777,0.133424098025868,0.296119809394146,0.010211027910143,0.449660633484163,32.2,0.137443438914027,0.500565610859729,0.197680995475113,0.18552036199095,0.310237556561086,0.189244383934649,0.0769230769230769,16228.5723809524,0.103133903133903,0.587952488687783,0,"2009",2009,3
"15",6001401500,13782.24,0.531553398058252,0.213924050632911,0.162053056516724,0.54959630911188,0,0.18834547346514,0.438085327783559,0.0176899063475546,0.52868030485359,39,0.177296430004011,0.636582430806258,0.100681909346169,0.107099879663057,0.150822302446851,0.401664932362123,0.0416233090530697,18387.6034920635,0.208711433756806,0.512234255916566,0.0114464099895942,"2009",2009,3
"16",6001401600,6600.092,0.36,0.222388059701493,0.271356783919598,0.551758793969849,0,0.108786610878661,0.316596931659693,0,0.450433705080545,34,0.090458488228005,0.600371747211896,0.180297397769517,0.104089219330855,0.223048327137546,0.145048814504881,0.0585774058577406,23092.293015873,0.13953488372093,0.317224287484511,0.0139470013947001,"2009",2009,3
"17",6001401700,823.954,0.50125,0.204761904761905,0.31285367825384,0.530315278900566,0,0.334379905808477,0.318681318681319,0.010989010989011,0.501866666666667,33.2,0.24,0.3184,0.0698666666666667,0.425066666666667,0.394133333333333,0.58712715855573,0.105180533751962,24664.866984127,0.063102541630149,0.5744,0.0423861852433281,"2009",2009,3
"18",6001401800,10864.48,0.372549019607843,0.341067285382831,0.268774703557312,0.540184453227932,0.0158102766798419,0.234439834024896,0.304979253112033,0.029045643153527,0.407905138339921,27.9,0.154150197628458,0.652173913043478,0.0790513833992095,0.144664031620553,0.161264822134387,0.205394190871369,0.0933609958506224,13044.3273015873,0.257425742574257,0.73596837944664,0,"2009",2009,3
"19",6001401900,396.3789,0.40625,0.0839416058394161,0.269306930693069,0.562376237623762,0,0.35546875,0.3046875,0,0.405604719764012,30.8,0.218289085545723,0.028023598820059,0.109144542772861,0.541297935103245,0.34070796460177,0.3203125,0.34765625,25993.0838095238,0.141666666666667,0.11609907120743,0.0390625,"2009",2009,3
"20",6001402100,17392.03,0.396456256921373,0.473581213307241,0.365570599613153,0.311411992263056,0.00967117988394584,0.20074812967581,0.359102244389027,0,0.386869234943028,33,0.166576234400434,0.602278893109061,0.200759631036354,0.109603906673901,0.237113402061856,0.043640897755611,0.0124688279301746,12256.9542857143,0.232896652110626,0.747151383613673,0,"2009",2009,3
"21",6001402200,16390.11,0.387055837563452,0.255115961800819,0.285075960679178,0.574620196604111,0,0.174045801526718,0.32824427480916,0,0.553499132446501,30.8,0.391555812608444,0.393869288606131,0.0624638519375361,0.312897628687102,0.283979178716021,0.236641221374046,0.10381679389313,17512.2619047619,0.210245464247599,0.610757663389242,0,"2009",2009,3
"22",6001402300,1982.622,0.315068493150685,0.621621621621622,0.227436823104693,0.635379061371841,0,0.280821917808219,0,0,0.614906832298137,39.3,0.909937888198758,0.062111801242236,0.0279503105590062,0.493788819875776,0.440993788819876,0.136986301369863,0.123287671232877,30500.1155555556,0,0.400621118012422,0,"2009",2009,5
"23",6001402400,17067.87,0.287375415282392,0.322622107969152,0.212846347607053,0.615869017632242,0,0.22577519379845,0.24515503875969,0.0261627906976744,0.419114219114219,40.1,0.288578088578089,0.581818181818182,0.103030303030303,0.0652680652680653,0.175757575757576,0.273255813953488,0.0852713178294574,18047.6755555556,0.222777222777223,0.645687645687646,0,"2009",2009,3
"24",6001402500,14806.99,0.16868932038835,0.187419768934531,0.156775907883082,0.394154118689105,0,0.128335451080051,0.500635324015248,0,0.45781990521327,29.6,0.123696682464455,0.769668246445498,0.0933649289099526,0.0412322274881517,0.14218009478673,0.172808132147395,0.0419313850063532,16837.8361904762,0.202436738519213,0.427488151658768,0.00127064803049555,"2009",2009,3
