"density","PConeUnit","PCcommutingNotCar","PClessHighSchool","PCsomeCollegeOrMore","PCdoctorate","PCmarriedCouple","PCwithKids","PCunmarriedSSCouple","PCsexMale","medianAge","PCraceWhiteAlone","PCraceBlackAlone","PCraceAsianAlone","PCraceHispanic","PCforeignBorn","PCownerOccUnits","PCwithInterests","perCapitaIncome","PCunemployed","PCpoorStruggling","PCveryWealthyHHolds","PCmovedWithinCounty","medianYearBuilt"
0.0805774801200032,0.967215716027962,0.296447188394042,0,0.984961461308958,0.653141849579097,0.758633583867128,0.468051432628274,0.32636530622989,0.413927746556761,0.633912669986877,0.878997915715595,0.205217660629573,0.321909732716902,0.196000450901241,0.273111453359172,0.942208632587143,0.911360532028655,0.9589786624557,0.322306187558993,0.167089604226435,0.878480014260699,0.335671798632143,0.819419997809015
0.252126367582114,0.853990259345694,0.647301438144223,0.155413197402522,0.935413488581601,0.605371433785903,0.729357853009268,0.539792295107721,0.279195589830855,0.312356784410006,0.44363164458854,0.847899027334233,0.214292373963903,0.329413864326746,0.321571653101259,0.172334682056173,0.829045558181923,0.890482268293577,0.780120776026799,0.21445987767545,0.28112708604572,0.678828940454835,0.361029624529377,0
0.281457628207661,0.699875788355974,0.594424834064164,0.374369466522116,0.857439756328998,0.494665257686606,0.52950694704569,0.419866848666512,0.550030428009175,0.326269107380965,0.475728682325467,0.853892408456532,0.379571924226948,0.251146103132171,0.349621531713772,0.241484508891736,0.653269154641491,0.75634490935426,0.58615951350984,0.396945742546131,0.42916439944752,0.458613589856061,0.400014908966361,0
0.322895455379148,0.74946644274225,0.610388269597678,0.217786652277549,0.955028018075064,0.572410470710855,0.581706918194516,0.495419738416879,0.305574335022109,0.330206906893551,0.36808734577757,0.843161602900198,0.349900878210789,0.258267398589441,0.305618445265507,0.145933323181597,0.696596777183485,0.709686907244682,0.580540194880388,0.356432825755406,0.405435850234821,0.511066727230656,0.494948779054151,0
0.333831140957257,0.682901598569979,0.614662232815345,0.2375763943516,0.867010178346606,0.423075916090132,0.48201385926348,0.449267289930983,0,0.252438345850938,0.318337816197476,0.654185785717607,0.642227659670305,0.226353529161601,0.363409252818455,0.216567502873097,0.649319839363491,0.539583928061854,0.4663646224241,0.482748356117651,0.533124039883337,0.339004030988345,0.579722548779854,0
0.321457370751372,0.7337312235775,0.531487668563927,0.361219541143463,0.831873667583222,0.172464060964879,0.524424565992888,0.5722230390759,0.259445916534114,0.289598063919982,0.351716987449821,0.497670407578725,0.798426779520352,0.216488352090935,0.153886875765126,0.131859195010893,0.688859272828761,0.552277475969365,0.428839707367893,0.492004702227042,0.510389861043502,0.246289964047484,0.580344740856709,0
0.288384025659999,0.719493212495627,0.506256325652895,0.454769187060254,0.676065285493065,0.321283385626512,0.450194911032123,0.513250645915572,0.654760066743554,0.270109499359911,0.369893651240066,0.509865998170697,0.760121757327419,0.346050841760446,0.251792962420551,0.258161687891131,0.597971317677598,0.436187336921743,0.366827472812756,0.540772683210462,0.649592252241643,0.154686291415973,0.706312547156428,0
0.266287533325109,0.605759942055075,0.599953312842788,0.500708237460466,0.633770503385309,0.308962459489199,0.435140360984777,0.461670374708754,0.311286836070848,0.382685760933515,0.369893651240066,0.521093226353474,0.705106975008982,0.379310551972962,0.341832128817443,0.300390561512275,0.512568656757786,0.490025332640753,0.435871233274937,0.595520823382711,0.635885741356827,0.25613479631221,0.664400739212936,0.0305508614754491
0.32918995053843,0.664433271221689,0.639905781720567,0.462888774455898,0.794047524821684,0,0.340137166400609,0.515473266222272,0,0.332280545296845,0.340687221059772,0.58450399099696,0.82926025380382,0.125179533413786,0.237813420050087,0.0586988642732895,0.626784001907048,0.495426582025299,0.417148054502535,0.448885926460963,0.529965486698646,0.263951878834874,0.656184491791519,0
0.323799294128731,0.711926391343454,0.483343884098244,0.53900544801286,0.674249761285264,0.116976622604868,0.528251874023009,0.646973773512676,0.180326947381254,0.361611781861817,0.308907584876254,0.307988957296141,0.867113772042874,0.377000810946271,0.278022566462399,0.304382134943042,0.630924015498734,0.461554191701905,0.321348194686749,0.465512267071469,0.663810788690419,0.117068652656013,0.50004241372648,0
0.279691474062479,0.483263626908623,0.609731748810692,0.377957213584274,0.821342821615981,0.261567679922823,0.407379089660654,0.428428672500075,0.358969425726838,0.347061499520926,0.355372715619893,0.716841787043627,0.473876600093387,0.381163253979581,0.433983201585424,0.354438657438344,0.446761544357577,0.496207047292049,0.418809241193286,0.472476845115278,0.636825917967555,0.179142151250137,0.657232939642343,0
0.264955827629898,0.722749280433071,0.602464076076709,0.250143403028256,0.882082351644246,0.358927447340885,0.57351925160468,0.478326217830386,0.437317915698821,0.332968253830549,0.417756241818889,0.797512540651889,0.453912346229276,0.281415339365715,0.296123296787281,0.294340774861831,0.705456490756466,0.618478910993232,0.551926035641234,0.312422552251247,0.406975167614766,0.372998671977186,0.566357640543557,0
0.277926111314491,0.135311125559038,0.667088626713134,0.547033216435221,0.527277520374656,0.257520601566373,0.466725998120461,0.469730169054254,0.163525779169598,0.50797595528351,0.351716987449821,0.533446826215454,0.702179562850914,0.429324307023737,0.479681213813031,0.530715513849505,0.375821602373404,0.354917261562642,0.338205771285547,0.537268914625547,0.784874020275522,0.2346913451466,0.921769521445173,0.365577094321891
