"density","PConeUnit","PCcommutingNotCar","PClessHighSchool","PCsomeCollegeOrMore","PCdoctorate","PCmarriedCouple","PCwithKids","PCunmarriedSSCouple","PCsexMale","medianAge","PCraceWhiteAlone","PCraceBlackAlone","PCraceAsianAlone","PCraceHispanic","PCforeignBorn","PCownerOccUnits","PCwithInterests","perCapitaIncome","PCunemployed","PCpoorStruggling","PCveryWealthyHHolds","PCmovedWithinCounty","medianYearBuilt"
0.072249750149681,0.974032969611671,0.305376504877621,0.173969017734146,0.227169159169459,0.727502181007838,0.80145488638248,0.464929427224099,0.261536679296292,0.324953434748117,0.55849641324829,0.895317954755487,0.216227820054788,0.296764318059163,0.138504582608366,0.412667665692059,0.962505868684225,0.938573891575092,0.751908580642348,0.141045734441861,0.190754474307299,0.754321379712447,0.537576217079645,0.867542132264159
0.214297059329168,0.795566133484513,0.569972336493998,0.144314198323975,0.358019505643551,0.58696006445624,0.678392788701368,0.49115927062054,0.208389299613203,0.311451963212685,0.363276257447338,0.911756092994253,0.169474076744333,0.23510423267504,0.198653816823101,0.383080217707906,0.767964797165845,0.899195438366534,0.575352269494258,0.315138782528632,0.306719679671265,0.516234937831827,0.656421994238424,0
0.269906889751164,0.733472617245742,0.546703156619904,0.237661178208706,0.444017124636219,0.487913112072566,0.571390835074668,0.46043837624108,0.259587893847693,0.282640660589762,0.348019640331562,0.826927202314421,0.396292085118761,0.224624013929877,0.206062216504664,0.394731977621875,0.641256740060397,0.716924751706804,0.457972346357826,0.274620729133693,0.449911804861391,0.30218890933329,0.597554081809583,0
0.290940952511246,0.705977517573434,0.575979150853652,0.264407421816592,0.436993670731288,0.394826416675438,0.554787496577039,0.440280456670615,0.267503972502081,0.269430277479512,0.307158578988018,0.809255893816052,0.44446601013085,0.213683019736955,0.209553571630614,0.260111593361351,0.640011071358515,0.791057506877632,0.440819230291089,0.301695062282174,0.381584955857655,0.230785402552908,0.485300214090859,0
0.309047940082544,0.675714164037076,0.629899304505052,0.373168812341107,0.537218235393676,0.364848719222526,0.505836438432271,0.508520206783755,0.227713964290975,0.251718184325809,0.283249591649975,0.584950096969209,0.720134095217776,0.174957224471154,0.29257612435162,0.315038002243501,0.622635301386964,0.648178097791885,0.300477006438403,0.329231355389645,0.582064704519747,0.1263635184248,0.591413246701311,0
0.295352965639327,0.693055296859312,0.575593471072727,0.547419975341971,0.551635745913658,0.134802501180904,0.503110269096781,0.569698522671693,0.206245082652404,0.242966822007112,0.295256984416028,0.428813902512538,0.853456773093733,0.16154508777368,0.254637494768653,0.265933511399845,0.638769831234591,0.607920529169062,0.293759936083125,0.323575114464717,0.485523573646391,0.102136861346919,0.623609747738717,0
0.289863731390769,0.695669327144831,0.508662393823573,0.544296180426949,0.59028401187693,0.27788124453653,0.473531157692593,0.607875573478109,0.119391180162979,0.240785871125804,0.324818578891069,0.357915187684828,0.920831253831785,0.142906558577767,0.212583908887894,0.30051743937351,0.637608635874036,0.527957639956122,0.200998940302125,0.370847798817305,0.680909736359474,0,0.747595504076046,0
0.272814694623528,0.683096117673442,0.515923941068655,0.546842854631868,0.531071211537192,0.221837141502743,0.496980645685729,0.612733897242687,0.1800065445152,0.269693735188986,0.344179503068683,0.406534790033504,0.846630558123398,0.250639322940226,0.260000052414222,0.347348001672374,0.575640703144091,0.509935633348439,0.223574912684158,0.483087610751328,0.65144157453441,0.149442845250756,0.782064623282244,0.0335805766432176
0.303093689921253,0.724914416153253,0.38658700332324,0.540455246336634,0.59719352460251,0.132987828506185,0.469857941209285,0.621344965456208,0.214968783755133,0.260471960862604,0.33646744767378,0.402175282580858,0.881451375555186,0.161770287709531,0.245499827541648,0.326048230873063,0.618174963242056,0.469317233763426,0.203135664357146,0.433472131943882,0.650145424044241,0,0.697184216926444,0
0.280484178871989,0.70381356576407,0.593421806775401,0.635094672847555,0.588591799880131,0.134328933303108,0.485353879842777,0.664126383667223,0.146627355020907,0.236092802296033,0.287263985939203,0.266350819616533,0.946460444798124,0.202963852666523,0.272625821380599,0.3734355485947,0.573803410979886,0.436580584610846,0.215183256191837,0.451894772513232,0.759286241640525,0.137251008227859,0.838695004069866,0.0335805766432176
