"","Geo_FIPS","cl.2010","cl.2011","cl.2012","cl.2013","cl.2014","change"
"1",6001400100,1,1,1,1,1,0
"2",6001400200,1,1,1,1,1,0
"3",6001400300,2,2,2,2,2,0
"4",6001400400,2,2,2,2,2,0
"5",6001400500,3,3,2,2,2,1
"6",6001400600,4,4,4,3,3,1
"7",6001400700,4,4,4,4,4,0
"8",6001400800,4,4,4,4,4,0
"9",6001400900,4,4,4,4,4,0
"10",6001401000,4,4,4,4,4,0
"11",6001401100,3,3,3,3,2,1
"12",6001401200,2,2,2,2,2,0
"13",6001401300,5,5,5,5,5,0
"14",6001401400,5,5,5,5,5,0
"15",6001401500,4,4,4,4,4,0
"16",6001401600,5,5,5,5,5,0
"17",6001401700,6,4,4,4,4,1
"18",6001401800,5,5,5,5,5,0
"19",6001402200,5,5,5,5,5,0
"20",6001402400,5,5,5,5,5,0
"21",6001402500,5,5,5,5,5,0
"22",6001402700,5,5,5,5,5,0
"23",6001402800,5,5,5,5,5,0
"24",6001402900,7,7,7,7,7,0
"25",6001403000,7,7,7,7,7,0
"26",6001403100,4,4,4,4,4,0
"27",6001403300,4,4,4,4,4,0
"28",6001403400,3,3,3,3,3,0
"29",6001403501,3,3,3,3,3,0
"30",6001403502,3,3,3,3,3,0
"31",6001403600,3,3,3,3,3,0
"32",6001403701,3,3,3,3,3,0
"33",6001403702,3,3,2,2,2,1
"34",6001403800,2,2,2,2,2,0
"35",6001403900,3,3,3,3,3,0
"36",6001404000,3,3,3,3,3,0
"37",6001404101,2,2,2,2,2,0
"38",6001404102,3,3,3,3,3,0
"39",6001404200,1,1,1,1,1,0
"40",6001404300,1,1,1,1,1,0
"41",6001404400,1,1,1,1,1,0
"42",6001404501,1,1,1,1,1,0
"43",6001404502,1,1,1,1,1,0
"44",6001404600,1,1,1,1,1,0
"45",6001404700,1,1,1,1,1,0
"46",6001404800,3,3,3,3,3,0
"47",6001404900,1,1,1,1,1,0
"48",6001405000,1,1,1,1,1,0
"49",6001405100,1,1,1,1,1,0
"50",6001405200,3,3,3,3,3,0
"51",6001405301,3,3,3,3,3,0
"52",6001405302,4,4,4,4,4,0
"53",6001405401,5,5,5,5,5,0
"54",6001405402,5,5,5,5,5,0
"55",6001405500,5,5,5,5,5,0
"56",6001405600,5,5,5,5,5,0
"57",6001405700,5,4,4,4,4,1
"58",6001405800,6,6,6,6,6,0
"59",6001405901,6,6,6,6,6,0
"60",6001405902,6,6,6,6,6,0
"61",6001406000,5,5,5,5,5,0
"62",6001406100,6,6,6,6,6,0
"63",6001406201,6,6,6,6,6,0
"64",6001406202,6,6,6,6,6,0
"65",6001406300,6,6,6,6,6,0
"66",6001406400,4,4,4,4,4,0
"67",6001406500,6,6,6,6,6,0
"68",6001406601,4,4,4,4,4,0
"69",6001406602,4,4,4,4,4,0
"70",6001406700,1,1,1,1,1,0
"71",6001406800,1,1,1,1,1,0
"72",6001406900,1,1,1,1,1,0
"73",6001407000,6,6,6,6,6,0
"74",6001407101,6,6,6,6,6,0
"75",6001407102,6,6,6,6,6,0
"76",6001407200,6,6,6,6,6,0
"77",6001407300,6,6,6,6,6,0
"78",6001407400,6,6,6,6,6,0
"79",6001407500,5,5,5,5,6,1
"80",6001407600,4,4,4,4,4,0
"81",6001407700,4,4,4,4,4,0
"82",6001407800,4,4,4,4,4,0
"83",6001407900,1,1,1,1,1,0
"84",6001408000,1,1,1,1,1,0
"85",6001408100,1,1,1,1,1,0
"86",6001408200,4,4,4,4,4,0
"87",6001408300,4,4,4,4,4,0
"88",6001408400,6,6,6,6,6,0
"89",6001408500,6,6,6,6,6,0
"90",6001408600,6,6,6,6,6,0
"91",6001408700,4,6,6,6,6,1
"92",6001408800,6,6,6,6,6,0
"93",6001408900,6,6,6,6,6,0
"94",6001409000,6,6,6,6,6,0
"95",6001409100,6,6,6,6,6,0
"96",6001409200,6,6,6,6,6,0
"97",6001409300,6,6,6,6,6,0
"98",6001409400,6,6,6,6,6,0
"99",6001409500,6,6,6,6,6,0
"100",6001409600,6,6,6,6,6,0
"101",6001409700,6,6,6,6,6,0
"102",6001409800,4,4,4,4,4,0
"103",6001409900,1,1,1,1,1,0
"104",6001410000,1,1,1,1,1,0
"105",6001410100,4,4,4,4,4,0
"106",6001410200,4,4,4,4,4,0
"107",6001410300,6,6,6,6,6,0
"108",6001410400,6,6,6,6,6,0
"109",6001410500,5,5,5,5,5,0
"110",6001420100,1,1,1,1,1,0
"111",6001420200,2,2,2,2,2,0
"112",6001420300,8,8,8,8,8,0
"113",6001420500,2,2,2,2,3,1
"114",6001420600,1,1,1,1,1,0
"115",6001421100,1,1,1,1,1,0
"116",6001421200,1,1,1,1,1,0
"117",6001421300,1,1,1,1,1,0
"118",6001421400,1,1,1,1,1,0
"119",6001421500,1,1,1,1,1,0
"120",6001421600,1,1,1,1,1,0
"121",6001421700,2,2,2,2,2,0
"122",6001421800,1,1,1,1,1,0
"123",6001421900,1,1,1,1,1,0
"124",6001422000,4,4,4,4,4,0
"125",6001422100,3,3,3,3,3,0
"126",6001422200,3,3,2,2,2,1
"127",6001422300,2,2,2,2,2,0
"128",6001422400,10,10,10,10,10,0
"129",6001422500,10,10,10,10,10,0
"130",6001422700,10,10,10,10,10,0
"131",6001422800,10,10,10,10,10,0
"132",6001422900,10,10,10,10,10,0
"133",6001423000,2,2,2,2,2,0
"134",6001423100,3,3,3,2,2,1
"135",6001423200,3,3,3,3,3,0
"136",6001423300,4,4,4,4,4,0
"137",6001423400,3,3,3,3,3,0
"138",6001423500,3,2,2,2,2,1
"139",6001423601,2,2,2,2,2,0
"140",6001423602,10,10,10,10,10,0
"141",6001423700,2,2,2,2,2,0
"142",6001423800,1,1,1,1,1,0
"143",6001423901,2,2,2,2,2,0
"144",6001423902,2,2,2,2,2,0
"145",6001424001,3,3,3,3,4,1
"146",6001424002,4,4,4,4,4,0
"147",6001425101,2,2,2,2,2,0
"148",6001425102,12,12,12,12,12,0
"149",6001425103,12,12,12,12,12,0
"150",6001425104,3,3,3,3,3,0
"151",6001426100,1,1,1,1,1,0
"152",6001426200,1,1,1,1,1,0
"153",6001427100,1,1,1,1,1,0
"154",6001427200,3,3,3,3,3,0
"155",6001427300,8,8,8,8,8,0
"156",6001427600,4,4,4,4,4,0
"157",6001427700,3,3,3,3,3,0
"158",6001427800,1,3,3,3,3,1
"159",6001427900,1,1,1,1,1,0
"160",6001428000,4,4,4,4,4,0
"161",6001428100,1,1,1,1,1,0
"162",6001428200,3,3,3,3,3,0
"163",6001428301,14,14,14,14,14,0
"164",6001428400,3,3,3,3,3,0
"165",6001428500,3,3,3,12,12,1
"166",6001428600,8,8,8,8,8,0
"167",6001428700,13,13,13,13,13,0
"168",6001430101,14,14,14,14,14,0
"169",6001430102,1,1,14,14,14,1
"170",6001430200,1,1,1,1,1,0
"171",6001430300,1,1,1,1,1,0
"172",6001430400,1,1,1,1,1,0
"173",6001430500,13,13,13,13,4,1
"174",6001430600,1,1,1,1,1,0
"175",6001430700,1,1,1,1,1,0
"176",6001430800,1,1,1,1,1,0
"177",6001430900,4,4,4,4,4,0
"178",6001431000,6,6,6,6,6,0
"179",6001431100,4,4,4,4,4,0
"180",6001431200,12,12,12,12,4,1
"181",6001432100,1,1,1,1,1,0
"182",6001432200,13,13,13,13,13,0
"183",6001432300,1,1,1,1,1,0
"184",6001432400,4,4,4,4,4,0
"185",6001432501,8,6,6,6,6,1
"186",6001432502,13,13,13,13,13,0
"187",6001432600,4,4,4,4,4,0
"188",6001432700,1,1,1,1,1,0
"189",6001432800,1,1,1,1,1,0
"190",6001433000,1,1,13,1,1,2
"191",6001433102,6,6,6,6,6,0
"192",6001433103,6,6,6,6,6,0
"193",6001433104,4,4,4,4,4,0
"194",6001433200,13,13,13,13,13,0
"195",6001433300,13,13,13,13,13,0
"196",6001433400,13,13,13,13,13,0
"197",6001433500,13,13,13,13,13,0
"198",6001433600,4,13,13,13,13,1
"199",6001433700,6,6,6,6,6,0
"200",6001433800,4,4,4,4,4,0
"201",6001433900,6,6,6,5,5,1
"202",6001434000,6,6,6,6,6,0
"203",6001435102,13,13,13,13,13,0
"204",6001435103,14,14,14,14,14,0
"205",6001435104,6,6,6,6,6,0
"206",6001435200,13,13,13,13,13,0
"207",6001435300,4,4,4,4,4,0
"208",6001435400,4,4,4,4,4,0
"209",6001435500,6,6,6,6,6,0
"210",6001435601,6,6,6,6,6,0
"211",6001435602,6,6,6,4,4,1
"212",6001435700,4,4,4,4,4,0
"213",6001435800,13,13,13,6,6,1
"214",6001436000,13,13,13,13,13,0
"215",6001436100,4,4,4,4,6,1
"216",6001436200,5,5,5,6,6,1
"217",6001436300,6,4,4,4,4,1
"218",6001436401,13,13,13,13,13,0
"219",6001436402,1,1,1,1,1,0
"220",6001436500,4,4,4,4,4,0
"221",6001436601,6,6,6,6,6,0
"222",6001436602,6,6,6,6,6,0
"223",6001436700,6,6,6,6,6,0
"224",6001436800,4,4,4,4,4,0
"225",6001436900,6,6,6,6,6,0
"226",6001437000,6,13,13,13,13,1
"227",6001437101,13,14,14,14,14,1
"228",6001437102,13,13,13,13,13,0
"229",6001437200,13,13,13,13,13,0
"230",6001437300,4,4,4,4,4,0
"231",6001437500,6,6,6,6,6,0
"232",6001437600,4,4,4,4,4,0
"233",6001437701,6,6,6,6,6,0
"234",6001437702,6,6,6,6,6,0
"235",6001437800,6,6,6,6,6,0
